standard_batch	source	assay	test_orf_ida	test_orf_idb	final_score
Hvs06	RRS	MAPPIT	3642	56866	0.25721509735576786
Hvs06	Hs07	MAPPIT	56440	8955	7.300055934049131
Hvs06	Lit-BM	MAPPIT	71732	2660	0.45114972605040826
Hvs06	Hs07	MAPPIT	5564	13668	1.0173766705835905
Hvs06	RRS	MAPPIT	10481	55746	0.29297222698720865
Hvs06	Hs09	MAPPIT	53053	11984	-0.1154069993662357
Hvs06	Hs08	MAPPIT	53890	100062334	0.056250470565997045
Hvs06	Lit-BM	MAPPIT	70370	1392	2.138258457966974
Hvs06	Lit-BM	MAPPIT	71517	3154	0.20735870698263348
Hvs06	Hs08	MAPPIT	4350	54950	3.812830769589522
Hvs06	Hs09	MAPPIT	4381	70989	0.3664629689032874
Hvs06	Hs09	MAPPIT	6601	5664	0.9273000791682768
Hvs06	RRS	MAPPIT	71416	4928	-0.007693959281620058
Hvs06	Hs07	MAPPIT	3068	1437	1.3624853657316907
Hvs06	Hs08	MAPPIT	56082	5695	-0.14857072032043947
Hvs06	Hs07	MAPPIT	9931	4973	-0.2716778483603123
Hvs06	Hs08	MAPPIT	54847	6562	0.6711733178495061
Hvs06	RRS	MAPPIT	10371	3202	-0.6586624471539807
Hvs06	Hs07	MAPPIT	52686	12368	0.017641593601210738
Hvs06	Hs08	MAPPIT	54567	56155	3.1888827304590097
Hvs06	Hs09	MAPPIT	10159	4468	-0.1974752448037737
Hvs06	Hs08	MAPPIT	7915	13565	0.9120436526104592
Hvs06	Hs09	MAPPIT	895	5902	1.9263728013233843
Hvs06	Hs07	MAPPIT	12452	14501	2.1778608175228364
Hvs06	Lit-BM	MAPPIT	4489	5638	-0.11279249140858795
Hvs06	RRS	MAPPIT	100066558	12621	0.5203588797766149
Hvs06	Hs08	MAPPIT	2261	100016055	0.10108912627752834
Hvs06	Lit-BM	MAPPIT	3330	71003	-0.1566522155001725
Hvs06	RRS	MAPPIT	14023	399	1.0004485256631392
Hvs06	Hs08	MAPPIT	2286	10034	-0.1472115878964871
Hvs06	Hs08	MAPPIT	3926	70804	0.1270280497698484
Hvs06	RRS	MAPPIT	5127	10219	0.17300763105963324
Hvs06	Lit-BM	MAPPIT	11579	421	0.4508051754886496
Hvs06	Hs09	MAPPIT	10195	1617	-0.09333864524131733
Hvs06	Hs08	MAPPIT	8010	439	-0.16642587705731138
Hvs06	RRS	MAPPIT	11468	5932	0.5287102015825519
Hvs06	Hs07	MAPPIT	100014443	17	-0.06402074736588798
Hvs06	Hs08	MAPPIT	12870	100070258	-0.18333606287200174
Hvs06	Hs07	MAPPIT	100069033	55791	0.24490309165012847
Hvs06	Hs07	MAPPIT	52634	52655	1.352359401336618
Hvs06	Hs07	MAPPIT	4001	10908	0.26009773363267524
Hvs06	Hs09	MAPPIT	8221	11895	-0.10560176602747333
Hvs06	Hs07	MAPPIT	11539	11284	0.2911475515297928
Hvs06	RRS	MAPPIT	5273	71593	0.23009870272850647
Hvs06	Hs08	MAPPIT	94	8131	-0.15341152277277964
Hvs06	Hs08	MAPPIT	1090	11089	-0.26473222009858766
Hvs06	RRS	MAPPIT	12017	4063	0.21827478480392498
Hvs06	Hs09	MAPPIT	7486	2416	0.3322470728694373
Hvs06	Hs08	MAPPIT	11381	11458	-0.07923999760153716
Hvs06	RRS	MAPPIT	1095	72108	0.4153291206467175
Hvs06	RRS	MAPPIT	13500	10043	-0.2049880631303342
Hvs06	Hs08	MAPPIT	55247	1740	-0.18166293456392793
Hvs06	Lit-BM	MAPPIT	6003	6449	-0.48299940804695163
Hvs06	Hs09	MAPPIT	10786	6066	0.17459884651388857
Hvs06	Hs09	MAPPIT	7936	2453	3.505743575489734
Hvs06	Hs07	MAPPIT	8421	55791	-0.314772783268916
Hvs06	Hs09	MAPPIT	1231	1172	0.06717794379028337
Hvs06	Hs08	MAPPIT	4908	3068	1.5376979722341608
Hvs06	RRS	MAPPIT	13626	56339	-0.046216023333622874
Hvs06	Hs08	MAPPIT	4739	100015477	1.5686156816169208
Hvs06	Hs09	MAPPIT	6446	122	0.7674873369293491
Hvs06	Hs08	MAPPIT	3068	9272	2.2049404082444326
Hvs06	Hs07	MAPPIT	7233	623	-0.5574845670265166
Hvs06	RRS	MAPPIT	6756	127	-0.19782488921896826
Hvs06	Hs08	MAPPIT	13542	10159	1.3872202288659552
Hvs06	Hs09	MAPPIT	71842	56524	0.1024527823827012
Hvs06	Hs09	MAPPIT	2369	652	-0.10287914944520411
Hvs06	Hs09	MAPPIT	5926	2580	0.14361389318352255
Hvs06	Hs07	MAPPIT	7021	4786	-0.0018532504106974993
Hvs06	Hs09	MAPPIT	7376	14867	0.2294350211982762
Hvs06	Hs08	MAPPIT	9146	4788	-0.03680656919018191
Hvs06	Hs09	MAPPIT	6257	12535	-0.25628804519416876
Hvs06	Lit-BM	MAPPIT	164	53687	-0.04737741810886699
Hvs06	Lit-BM	MAPPIT	6297	10794	-0.43745373505385776
Hvs06	Hs09	MAPPIT	53996	7486	0.20132671272049
Hvs06	Hs09	MAPPIT	14269	1348	0.1447768819796008
Hvs06	Hs08	MAPPIT	7875	719	0.3033306526436719
Hvs06	RRS	MAPPIT	12892	4838	-0.06994383714026964
Hvs06	RRS	MAPPIT	9068	55165	-0.4371301268362532
Hvs06	RRS	MAPPIT	70532	53705	0.005434217581148271
Hvs06	Hs07	MAPPIT	209	71174	4.853201344419356
Hvs06	Hs08	MAPPIT	15061	6415	0.2332487008489305
Hvs06	RRS	MAPPIT	11968	13928	-0.21857012526787453
Hvs06	Hs08	MAPPIT	3983	2022	0.261992793316925
Hvs06	RRS	MAPPIT	7111	4875	0.24843042911107882
Hvs06	Hs09	MAPPIT	6446	71899	0.15694083515328663
Hvs06	Lit-BM	MAPPIT	9215	12304	-0.8840604112357339
Hvs06	Hs08	MAPPIT	14122	70989	-0.34148477486337436
Hvs06	Lit-BM	MAPPIT	756	11706	0.26015640802434603
Hvs06	RRS	MAPPIT	2717	56663	0.13490902796713244
Hvs06	Hs08	MAPPIT	11422	4907	0.5372440040382068
Hvs06	RRS	MAPPIT	9289	9286	0.11523715324586324
Hvs06	Hs07	MAPPIT	4480	4355	0.6690080791619061
Hvs06	Hs08	MAPPIT	70830	5658	0.2890431019691884
Hvs06	Hs09	MAPPIT	52686	2725	0.09445034659455757
Hvs06	Hs09	MAPPIT	100069008	7705	0.1898029846897611
Hvs06	Hs07	MAPPIT	5002	7016	0.7623144837367356
Hvs06	RRS	MAPPIT	5762	12343	0.44034726128837715
Hvs06	Hs09	MAPPIT	7866	11664	1.1414398881272276
Hvs06	Hs09	MAPPIT	3207	3207	0.18760546060059105
Hvs06	RRS	MAPPIT	54647	71438	-0.009866568449750252
Hvs06	RRS	MAPPIT	11747	3245	-0.37968407908088525
Hvs06	RRS	MAPPIT	100064156	4435	-0.2788219214567003
Hvs06	Hs09	MAPPIT	5832	56941	0.44516236824577404
Hvs06	Hs09	MAPPIT	2248	56446	-0.19706934103303886
Hvs06	Hs08	MAPPIT	100015630	12437	-0.6405946744577433
Hvs06	Hs09	MAPPIT	5859	100009557	0.15986892377075107
Hvs06	Hs07	MAPPIT	54846	71288	0.27104520440069063
Hvs06	RRS	MAPPIT	55311	3299	0.7755024217725245
Hvs06	Hs07	MAPPIT	3902	4354	0.05743129587476653
Hvs06	Hs07	MAPPIT	6865	70989	-0.34237165929151786
Hvs06	Hs08	MAPPIT	12225	9575	-1.160390582481521
Hvs06	Hs08	MAPPIT	53886	6878	1.497683917699425
Hvs06	Hs07	MAPPIT	8001	70423	-0.08722285607204727
Hvs06	Lit-BM	MAPPIT	6432	3930	0.7726342104518628
Hvs06	RRS	MAPPIT	12697	55147	0.42203353744355226
Hvs06	RRS	MAPPIT	5865	4564	1.5165076949506668
Hvs06	Hs08	MAPPIT	14902	14902	0.46219795859736057
Hvs06	RRS	MAPPIT	3385	8244	0.028532604502020702
Hvs06	Hs08	MAPPIT	14372	11126	-0.052104450032629576
Hvs06	Hs07	MAPPIT	1030	10849	0.018420875538718913
Hvs06	Hs07	MAPPIT	6963	52589	1.707688898369913
Hvs06	Hs09	MAPPIT	12853	100010283	1.5429487392391072
Hvs06	Hs08	MAPPIT	100064214	444	-0.5430739872720634
Hvs06	RRS	MAPPIT	54041	4604	0.15294141693395533
Hvs06	RRS	MAPPIT	6785	5940	0.13963063720105118
Hvs06	Lit-BM	MAPPIT	53922	1058	3.76576836744673
Hvs06	Hs09	MAPPIT	3970	6446	-0.2250239677789015
Hvs06	Hs07	MAPPIT	71191	6976	1.6538249957775986
Hvs06	Hs09	MAPPIT	14887	4616	1.8514928931581014
Hvs06	RRS	MAPPIT	9458	2975	0.5450606799201881
Hvs06	Hs08	MAPPIT	55791	7031	-0.5937987815823765
Hvs06	Hs08	MAPPIT	56446	513	-0.12615355485824897
Hvs06	Hs09	MAPPIT	5970	13363	1.5689465231834319
Hvs06	Hs07	MAPPIT	55146	52751	0.23580031906296156
Hvs06	Hs08	MAPPIT	4040	70774	0.09855166530843623
Hvs06	Lit-BM	MAPPIT	11706	3510	0.2002784328388205
Hvs06	Hs08	MAPPIT	7127	8468	0.6611064607197408
Hvs06	Hs09	MAPPIT	2421	8812	3.245116155770642
Hvs06	Hs08	MAPPIT	56524	4682	-0.09320306361070582
Hvs06	RRS	MAPPIT	1747	100069078	-0.019953316238419023
Hvs06	RRS	MAPPIT	6009	71041	0.20270016015180478
Hvs06	Lit-BM	MAPPIT	1180	100011238	-0.011022419189917384
Hvs06	Lit-BM	MAPPIT	4126	5597	-1.8576439220205816
Hvs06	Hs07	MAPPIT	56115	7316	-0.2749234470684448
Hvs06	RRS	MAPPIT	100014695	11695	0.254066298446778
Hvs06	Hs07	MAPPIT	71232	3068	2.0893009675754555
Hvs06	Hs09	MAPPIT	56544	70473	-0.05344502885635801
Hvs06	Hs08	MAPPIT	8787	1853	0.18370481556151838
Hvs06	Hs09	MAPPIT	6226	12718	0.12275540683227865
Hvs06	Hs08	MAPPIT	3102	55864	0.011928884132876464
Hvs06	Lit-BM	MAPPIT	3625	100067498	-0.03098426735336239
Hvs06	Hs08	MAPPIT	11373	4792	0.3972615848673312
Hvs06	Hs08	MAPPIT	8846	53793	-0.09654525328741058
Hvs06	Lit-BM	MAPPIT	5280	3653	-0.1793538411621404
Hvs06	RRS	MAPPIT	6302	55005	-0.30562577165942456
Hvs06	Hs09	MAPPIT	5550	6446	-0.22492098828586776
Hvs06	RRS	MAPPIT	1942	100062278	-0.3651278712504155
Hvs06	Lit-BM	MAPPIT	70370	70370	0.11347243728364038
Hvs06	Hs07	MAPPIT	6446	11568	-0.41283373919411326
Hvs06	Hs08	MAPPIT	82279	5633	0.3492617266170493
Hvs06	Lit-BM	MAPPIT	6452	70281	1.037117924311077
Hvs06	RRS	MAPPIT	2723	56421	1.0311426977814317
Hvs06	Hs07	MAPPIT	9309	56446	-0.4843702837998265
Hvs06	Lit-BM	MAPPIT	2738	100070020	0.056551511001023916
Hvs06	Hs09	MAPPIT	53312	3767	0.293561463018553
Hvs06	Hs07	MAPPIT	11373	4935	0.158356896296848
Hvs06	Hs09	MAPPIT	6534	56593	0.7207446714575705
Hvs06	Hs08	MAPPIT	7796	12380	0.3648923642978625
Hvs06	Hs07	MAPPIT	70773	54582	-0.5354701719881673
Hvs06	RRS	MAPPIT	12417	100069000	-0.03785883741416855
Hvs06	RRS	MAPPIT	2248	71458	-0.6581365165833353
Hvs06	Hs08	MAPPIT	6770	52999	-0.08035607461558045
Hvs06	Lit-BM	MAPPIT	100009114	346	0.27236435702812917
Hvs06	Hs07	MAPPIT	14269	1549	0.5649898447792842
Hvs06	Hs07	MAPPIT	2260	7226	-0.22397816905027673
Hvs06	RRS	MAPPIT	3283	70786	0.2707355322002659
Hvs06	Hs08	MAPPIT	53890	4506	-0.1064381438863508
Hvs06	Lit-BM	MAPPIT	71051	10889	0.9023932589751696
Hvs06	Hs07	MAPPIT	53786	12632	0.11802256516125746
Hvs06	Hs09	MAPPIT	10935	100011253	0.1766884257822621
Hvs06	RRS	MAPPIT	54961	100069019	0.17973242266273104
Hvs06	Hs08	MAPPIT	11060	71855	0.08035458520142641
Hvs06	RRS	MAPPIT	990	71329	0.03903265063116834
Hvs06	Hs07	MAPPIT	3939	54692	1.7324834459816258
Hvs06	RRS	MAPPIT	9661	54465	-0.3660414125021077
Hvs06	RRS	MAPPIT	100011508	11152	0.24027857178518014
Hvs06	Hs09	MAPPIT	71497	12895	0.49016705159764484
Hvs06	RRS	MAPPIT	14650	5943	1.4634252463976372
Hvs06	Hs08	MAPPIT	1069	3740	-0.2500822811699141
Hvs06	Hs08	MAPPIT	3983	10904	-0.03064303908664749
Hvs06	Lit-BM	MAPPIT	100068974	8201	0.7974810607670619
Hvs06	Lit-BM	MAPPIT	7045	8504	0.3024019775319715
Hvs06	Hs07	MAPPIT	13221	71507	0.018527019996565846
Hvs06	Hs09	MAPPIT	100080516	5965	0.050666570970518035
Hvs06	Hs09	MAPPIT	53675	3009	0.18722833761648583
Hvs06	Hs09	MAPPIT	70358	56108	1.3706111573702562
Hvs06	Hs07	MAPPIT	1697	12395	-0.0957784890862275
Hvs06	Hs09	MAPPIT	52853	56664	0.8647103312800595
Hvs06	Hs08	MAPPIT	12593	1090	-0.019545516637114305
Hvs06	Hs09	MAPPIT	8421	2416	-0.008997993907297051
Hvs06	Hs08	MAPPIT	5989	6446	-0.13531397985212376
Hvs06	Lit-BM	MAPPIT	8274	11563	0.5759740799500455
Hvs06	Hs08	MAPPIT	11381	56446	-0.0360068895689034
Hvs06	Hs07	MAPPIT	100064180	56191	-0.4861219406145859
Hvs06	Hs09	MAPPIT	54463	11452	1.9926848923526956
Hvs06	Hs07	MAPPIT	7198	10844	5.815354012196741
Hvs06	Hs07	MAPPIT	3535	70989	-0.05045057559619206
Hvs06	Hs07	MAPPIT	6068	56488	0.6062463983196001
Hvs06	Lit-BM	MAPPIT	11505	11866	2.3483134381533373
Hvs06	RRS	MAPPIT	4779	3564	0.17918057249231165
Hvs06	Hs08	MAPPIT	8448	54902	1.0764049136428036
Hvs06	Hs07	MAPPIT	1172	4315	0.2211443559294488
Hvs06	Hs09	MAPPIT	5590	3068	0.9832450492614918
Hvs06	Hs08	MAPPIT	4755	53996	0.202794474702645
Hvs06	Hs09	MAPPIT	10177	3068	1.7416267163313603
Hvs06	Hs08	MAPPIT	56446	72102	0.1732346894913145
Hvs06	Hs07	MAPPIT	623	11096	0.325502215004706
Hvs06	Hs08	MAPPIT	1231	10966	-0.05082662481088312
Hvs06	Hs07	MAPPIT	3068	54699	-0.1004747129604897
Hvs06	Hs09	MAPPIT	53886	7329	1.24168939415026
Hvs06	Hs09	MAPPIT	100015109	10159	-0.27494380048495604
Hvs06	Hs07	MAPPIT	4786	9855	-0.523027073645416
Hvs06	Hs07	MAPPIT	8637	9304	0.5650489789266167
Hvs06	Hs08	MAPPIT	54751	2621	2.7825829139948848
Hvs06	RRS	MAPPIT	11557	8665	-0.12867204093230244
Hvs06	Hs07	MAPPIT	1287	4894	1.4417149727710419
Hvs06	RRS	MAPPIT	56630	100015275	0.8606820586196614
Hvs06	Lit-BM	MAPPIT	14210	11786	0.3861898329961015
Hvs06	Hs07	MAPPIT	722	6225	-0.06645627346194297
Hvs06	RRS	MAPPIT	1942	5742	1.3554932983264572
Hvs06	Lit-BM	MAPPIT	5599	2688	5.616262995163
Hvs06	Hs08	MAPPIT	70368	70511	0.5677739210518127
Hvs06	Lit-BM	MAPPIT	4613	4262	5.442685868039936
Hvs06	Hs07	MAPPIT	1976	3559	0.5548472809711521
Hvs06	Hs07	MAPPIT	3715	70944	1.6624637374104387
Hvs06	Hs08	MAPPIT	2022	70162	0.6336642618078693
Hvs06	Lit-BM	MAPPIT	3723	71930	-0.5572317480805912
Hvs06	RRS	MAPPIT	8153	239	0.8832958450991742
Hvs06	RRS	MAPPIT	4047	1400	0.39997061837528053
Hvs06	Hs09	MAPPIT	12180	12430	0.3437004224440472
Hvs06	RRS	MAPPIT	247	53189	-0.2592410560183575
Hvs06	RRS	MAPPIT	54835	10609	-0.39765783136907795
Hvs06	Hs09	MAPPIT	3759	6436	4.248356775344344
Hvs06	RRS	MAPPIT	53448	9321	0.14531984644089796
Hvs06	RRS	MAPPIT	11513	278	1.2429742940299233
Hvs06	Hs09	MAPPIT	3180	13577	4.163219133728357
Hvs06	Hs07	MAPPIT	3769	7695	0.41445128533571507
Hvs06	Hs07	MAPPIT	281	702	0.5206225100578016
Hvs06	Hs08	MAPPIT	5716	14650	-0.10280117802577342
Hvs06	Lit-BM	MAPPIT	3724	2773	-0.04130570946687063
Hvs06	Lit-BM	MAPPIT	70922	12346	-0.3115000447247461
Hvs06	Hs07	MAPPIT	53326	14442	2.479633329185859
Hvs06	RRS	MAPPIT	14783	5014	-0.456455356891938
Hvs06	Hs07	MAPPIT	6745	6694	-0.4143229782217924
Hvs06	RRS	MAPPIT	53002	12395	-0.0969911050126653
Hvs06	Hs09	MAPPIT	11782	3263	-0.10081578468719352
Hvs06	Hs09	MAPPIT	9453	7896	-0.008023243004110317
Hvs06	Hs07	MAPPIT	6740	8229	0.0397356234563846
Hvs06	Lit-BM	MAPPIT	14543	14543	4.616712700648898
Hvs06	Lit-BM	MAPPIT	7630	5073	0.9256734376564291
Hvs06	Lit-BM	MAPPIT	1563	8208	0.5729996747978584
Hvs06	Lit-BM	MAPPIT	14592	14592	0.332563232302758
Hvs06	Hs08	MAPPIT	100069008	14708	-0.05015953498491872
Hvs06	RRS	MAPPIT	11645	425	-0.25210564437714356
Hvs06	Hs07	MAPPIT	53890	2923	0.010802889275337235
Hvs06	RRS	MAPPIT	9644	100000054	-0.12775367031362755
Hvs06	RRS	MAPPIT	12730	70903	-0.07776737570670553
Hvs06	Hs08	MAPPIT	11259	4611	0.05733297701258936
Hvs06	RRS	MAPPIT	2363	100000442	0.5551570125835301
Hvs06	Hs08	MAPPIT	4616	70525	0.11555117365909175
Hvs06	Hs08	MAPPIT	55834	52586	2.322487882744622
Hvs06	Lit-BM	MAPPIT	7587	48	-0.20043373742127732
Hvs06	RRS	MAPPIT	100069100	5242	0.0955138440980212
Hvs06	RRS	MAPPIT	13164	14061	-0.21966375372074254
Hvs06	Lit-BM	MAPPIT	9764	1688	0.3494207911193395
Hvs06	Hs08	MAPPIT	2369	14031	-0.3391452066705039
Hvs06	Hs08	MAPPIT	9916	52702	0.011293856670890645
Hvs06	Lit-BM	MAPPIT	13227	71168	-0.14500829003129628
Hvs06	Hs07	MAPPIT	5971	6446	-0.07431144593612894
Hvs06	RRS	MAPPIT	70715	1703	1.0075514020063052
Hvs06	Lit-BM	MAPPIT	2403	13442	-0.5567950287017281
Hvs06	Hs09	MAPPIT	11373	70830	-0.23667291294205967
Hvs06	RRS	MAPPIT	71544	3036	-0.20612524034035407
Hvs06	Lit-BM	MAPPIT	4955	4066	1.1120236057634583
Hvs06	Hs09	MAPPIT	7858	5323	5.197504929098711
Hvs06	Hs08	MAPPIT	55738	13434	0.3506999819126888
Hvs06	Lit-BM	MAPPIT	107	9628	1.2100768795368368
Hvs06	Hs07	MAPPIT	10057	54190	-0.4706715493989908
Hvs06	Hs09	MAPPIT	56544	13554	0.612347397215727
Hvs06	Hs07	MAPPIT	100000075	56320	1.339935221320661
Hvs06	Hs07	MAPPIT	56446	1148	0.3946185623954807
Hvs06	Hs08	MAPPIT	2465	2640	2.7019738544134353
Hvs06	RRS	MAPPIT	53817	8456	0.011412788768777608
Hvs06	Hs08	MAPPIT	1185	13219	0.14143996167872055
Hvs06	Hs09	MAPPIT	7187	3068	1.0589188369560398
Hvs06	RRS	MAPPIT	9379	7246	0.21539241510549867
Hvs06	Hs07	MAPPIT	1803	8999	2.5857940472703325
Hvs06	Hs08	MAPPIT	2507	13683	1.3932252109859296
Hvs06	Hs09	MAPPIT	3068	14086	1.6578676362951061
Hvs06	RRS	MAPPIT	1836	10698	0.12180670378113327
Hvs06	Hs09	MAPPIT	71899	147	-0.2663938065071353
Hvs06	Hs09	MAPPIT	71899	3068	-0.8168279480548096
Hvs06	Lit-BM	MAPPIT	10163	56248	0.2947816654843768
Hvs06	Hs08	MAPPIT	56153	1853	-0.006789957337037353
Hvs06	Hs08	MAPPIT	7898	4165	-0.3674867025123732
Hvs06	Lit-BM	MAPPIT	100009344	13710	0.43721876549792354
Hvs06	Hs07	MAPPIT	1879	9030	-0.30796248311356805
Hvs06	Lit-BM	MAPPIT	54816	2633	0.10135506230904998
Hvs06	Hs08	MAPPIT	52618	3632	1.250351810614602
Hvs06	Hs08	MAPPIT	193	3121	-0.13119352228011882
Hvs06	Hs09	MAPPIT	4201	12040	-0.11906336517992126
Hvs06	Hs07	MAPPIT	3699	54637	7.093048379409605
Hvs06	Hs08	MAPPIT	9500	6325	-0.5107746967054655
Hvs06	RRS	MAPPIT	226	53103	-0.08004119928095513
Hvs06	Hs07	MAPPIT	70731	13948	0.025155083790804767
Hvs06	Hs09	MAPPIT	4278	70897	0.16549595484622578
Hvs06	Hs07	MAPPIT	6446	12593	0.34089603730940515
Hvs06	Hs07	MAPPIT	55788	6464	-0.12783280100336322
Hvs06	Hs08	MAPPIT	13427	6484	-0.4894282447787107
Hvs06	Hs09	MAPPIT	12257	12549	2.88169263987563
Hvs06	Hs08	MAPPIT	71672	70989	-0.3823997845581975
Hvs06	RRS	MAPPIT	275	13647	-0.45498722673101155
Hvs06	Hs09	MAPPIT	56442	14273	0.45767712719748666
Hvs06	RRS	MAPPIT	5477	2119	-0.183053795430181
Hvs06	Hs09	MAPPIT	55903	12303	0.15105019593433358
Hvs06	RRS	MAPPIT	55681	7689	-0.011796033615044617
Hvs06	Hs07	MAPPIT	13641	10759	0.601390564379745
Hvs06	Lit-BM	MAPPIT	3192	100064165	-0.15065749379433024
Hvs06	Lit-BM	MAPPIT	2778	3267	0.13537516783591558
Hvs06	Hs09	MAPPIT	303	4811	-0.3932793303174098
Hvs06	Lit-BM	MAPPIT	5029	71311	-0.07745861837749621
Hvs06	Lit-BM	MAPPIT	52987	3267	-0.08105300809645304
Hvs06	Hs08	MAPPIT	53726	14525	0.06737365353451703
Hvs06	Hs08	MAPPIT	53996	6812	-0.23056464531568321
Hvs06	Lit-BM	MAPPIT	14597	14754	1.1225471476876527
Hvs06	Hs07	MAPPIT	53499	6877	-0.04069462895504673
Hvs06	Hs09	MAPPIT	9634	100062388	0.044775868198724374
Hvs06	Lit-BM	MAPPIT	7980	7980	-0.30917800494374337
Hvs06	Hs07	MAPPIT	8202	4551	0.245154966113117
Hvs06	Hs08	MAPPIT	2922	6180	0.16519013754007433
Hvs06	Lit-BM	MAPPIT	4573	4573	-0.05570467694670332
Hvs06	Hs09	MAPPIT	71191	5923	-0.20218800475674886
Hvs06	Hs07	MAPPIT	8072	11452	0.6013036849269034
Hvs06	RRS	MAPPIT	100062328	14912	-0.17910274943609852
Hvs06	Hs08	MAPPIT	100080792	100014372	-0.005661388890552652
Hvs06	Lit-BM	MAPPIT	9581	8112	0.3440225992504404
Hvs06	Hs08	MAPPIT	71960	14979	-0.3874087754289383
Hvs06	Hs08	MAPPIT	8179	9500	-0.054381115423745026
Hvs06	Lit-BM	MAPPIT	14210	35	0.18239253775525038
Hvs06	Lit-BM	MAPPIT	9987	3985	-0.02292810388021517
Hvs06	Lit-BM	MAPPIT	6976	71829	0.1721569617791394
Hvs06	Hs09	MAPPIT	9770	71842	0.12163311729248544
Hvs06	Hs08	MAPPIT	13073	72045	2.1490625641967736
Hvs06	Hs09	MAPPIT	100067435	100067435	8.378736614074928
Hvs06	Hs07	MAPPIT	4935	504	0.2140915373462394
Hvs06	Hs08	MAPPIT	14031	4631	-0.14137527653755413
Hvs06	Hs09	MAPPIT	8227	11381	-0.05681874449515161
Hvs06	Hs08	MAPPIT	56002	52702	-0.09373606374370241
Hvs06	Hs08	MAPPIT	549	2241	0.5497198903869677
Hvs06	Hs08	MAPPIT	56911	2416	0.27763692012128366
Hvs06	RRS	MAPPIT	9577	4660	-0.049680331686860674
Hvs06	Hs08	MAPPIT	102	100014356	0.36974411227244197
Hvs06	RRS	MAPPIT	3043	56012	-0.12937917852989944
Hvs06	Hs08	MAPPIT	56531	56281	-0.3902399125042684
Hvs06	Hs09	MAPPIT	6722	6086	-0.19840759098888408
Hvs06	RRS	MAPPIT	100010412	11510	0.5530085282868532
Hvs06	Hs09	MAPPIT	6446	3063	-0.21381161655546999
Hvs06	Hs09	MAPPIT	3564	6602	-0.2327822751907702
Hvs06	Hs09	MAPPIT	100000459	11550	-0.004134091500196271
Hvs06	Hs08	MAPPIT	1172	12706	-0.1524929275544933
Hvs06	Hs07	MAPPIT	10101	54426	0.18116751812589924
Hvs06	RRS	MAPPIT	70705	7306	0.08215119750021731
Hvs06	Hs08	MAPPIT	10122	71060	0.43554958051899945
Hvs06	Hs08	MAPPIT	627	81213	2.233504001338987
Hvs06	Hs08	MAPPIT	3068	55864	-0.05420683144643396
Hvs06	RRS	MAPPIT	9862	4139	0.8022502756468919
Hvs06	Hs08	MAPPIT	10163	13768	0.644272567954327
Hvs06	Hs08	MAPPIT	53270	13665	-0.03462608322664732
Hvs06	RRS	MAPPIT	8647	100067288	-0.04614559892131968
Hvs06	Hs07	MAPPIT	11742	12130	5.432006098651863
Hvs06	Hs07	MAPPIT	53279	54805	0.9618936650952518
Hvs06	Hs09	MAPPIT	3086	56242	0.10500441094693388
Hvs06	Hs08	MAPPIT	53991	5473	0.6125337284386327
Hvs06	Hs09	MAPPIT	7408	54962	-0.05792524844063442
Hvs06	RRS	MAPPIT	55174	13732	1.1393441077445035
Hvs06	Hs07	MAPPIT	53524	100070134	0.3945725061231095
Hvs06	RRS	MAPPIT	5526	5619	0.10693085142953676
Hvs06	Hs08	MAPPIT	7511	70830	-0.025648307908713575
Hvs06	Lit-BM	MAPPIT	208	10036	-0.2330834509097334
Hvs06	RRS	MAPPIT	5556	10682	0.08314051080927139
Hvs06	Lit-BM	MAPPIT	13813	54130	0.22585088032566694
Hvs06	Hs09	MAPPIT	8361	730	5.244969244547145
Hvs06	Lit-BM	MAPPIT	3700	5516	4.535772329628917
Hvs06	RRS	MAPPIT	56553	6333	1.0446664641847063
Hvs06	RRS	MAPPIT	11914	11942	0.19670241614572612
Hvs06	RRS	MAPPIT	3268	1380	-0.176512493326885
Hvs06	Hs09	MAPPIT	13206	3141	0.4491781658471501
Hvs06	Hs09	MAPPIT	1981	70190	0.25856725326584773
Hvs06	RRS	MAPPIT	226	53622	-0.17326309510659121
Hvs06	Hs09	MAPPIT	7175	5619	-0.2076280004528741
Hvs06	Hs08	MAPPIT	54062	71924	0.583320970303056
Hvs06	RRS	MAPPIT	71960	3179	-0.14806134982278482
Hvs06	Hs08	MAPPIT	9281	3759	0.17611372325319918
Hvs06	Lit-BM	MAPPIT	801	14331	1.0918698690091435
Hvs06	Hs08	MAPPIT	4973	7596	7.123281343973646
Hvs06	Hs07	MAPPIT	6562	11634	1.5081885659943277
Hvs06	Hs09	MAPPIT	5726	7138	0.21931904073395886
Hvs06	Hs09	MAPPIT	54230	10793	-0.5266801781083903
Hvs06	RRS	MAPPIT	1462	9222	-0.7323847655838674
Hvs06	RRS	MAPPIT	3320	304	0.1821301698815294
Hvs06	RRS	MAPPIT	11750	1528	-0.12906195127879158
Hvs06	RRS	MAPPIT	100015985	10973	0.3206828316032813
Hvs06	Hs08	MAPPIT	53886	2917	0.3126219146663715
Hvs06	Hs09	MAPPIT	12706	100000061	-0.2591714449115594
Hvs06	RRS	MAPPIT	40080752	72094	0.03010662182343599
Hvs06	Hs08	MAPPIT	55489	70989	-0.020399458249984695
Hvs06	Hs07	MAPPIT	3392	5137	0.37276054870996234
