ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences
ENSG00000080824	ENSG00000145425	2	3	3
ENSG00000119401	ENSG00000166971	2	2	2
ENSG00000105486	ENSG00000106211	1	2	2
ENSG00000100804	ENSG00000100902	1	2	2
ENSG00000100902	ENSG00000142507	1	2	2
ENSG00000100567	ENSG00000100902	5	5	6
ENSG00000100902	ENSG00000162692	2	2	3
ENSG00000100902	ENSG00000106211	1	2	2
ENSG00000100902	ENSG00000115414	1	2	2
ENSG00000116717	ENSG00000186350	2	2	2
ENSG00000126067	ENSG00000132963	2	2	2
ENSG00000132963	ENSG00000277791	2	2	2
ENSG00000132963	ENSG00000159377	3	2	3
ENSG00000129084	ENSG00000132963	2	2	2
ENSG00000143801	ENSG00000150593	1	2	2
ENSG00000105372	ENSG00000162692	2	2	3
ENSG00000096384	ENSG00000178093	2	2	2
ENSG00000115414	ENSG00000177600	1	2	2
ENSG00000112096	ENSG00000112096	2	2	2
ENSG00000129116	ENSG00000174405	1	2	2
ENSG00000087365	ENSG00000160201	1	2	2
ENSG00000108523	ENSG00000170142	3	3	3
ENSG00000072401	ENSG00000108523	2	2	2
ENSG00000135778	ENSG00000162692	2	2	2
ENSG00000087365	ENSG00000275895	1	2	2
ENSG00000087365	ENSG00000164609	1	2	2
ENSG00000087365	ENSG00000196504	2	2	2
ENSG00000004487	ENSG00000087365	1	2	2
ENSG00000105401	ENSG00000151422	1	2	2
ENSG00000087365	ENSG00000204560	1	2	2
ENSG00000087365	ENSG00000117360	1	2	2
ENSG00000087365	ENSG00000125352	1	2	2
ENSG00000081189	ENSG00000166484	2	3	3
ENSG00000162692	ENSG00000172809	2	2	3
ENSG00000096384	ENSG00000166484	2	2	2
ENSG00000036257	ENSG00000096384	2	3	3
ENSG00000068078	ENSG00000105401	2	2	2
ENSG00000105401	ENSG00000132002	2	2	2
ENSG00000087095	ENSG00000141646	2	4	4
ENSG00000070831	ENSG00000141522	5	5	5
ENSG00000106211	ENSG00000162614	1	2	2
ENSG00000087095	ENSG00000135341	3	4	4
ENSG00000070831	ENSG00000107643	2	2	2
ENSG00000129484	ENSG00000144681	1	2	2
ENSG00000124788	ENSG00000196843	2	2	2
ENSG00000125826	ENSG00000185651	3	2	3
ENSG00000125826	ENSG00000177889	2	2	2
ENSG00000012048	ENSG00000173163	1	2	2
ENSG00000142208	ENSG00000173163	2	2	2
ENSG00000118503	ENSG00000125826	2	2	2
ENSG00000105223	ENSG00000109320	1	3	3
ENSG00000076242	ENSG00000197694	1	3	3
ENSG00000162692	ENSG00000173744	2	2	3
ENSG00000092820	ENSG00000137710	2	2	2
ENSG00000072401	ENSG00000163840	3	3	3
ENSG00000070831	ENSG00000130669	6	5	6
ENSG00000109332	ENSG00000163840	2	2	2
ENSG00000148484	ENSG00000169756	2	2	2
ENSG00000087095	ENSG00000163743	1	3	3
ENSG00000115414	ENSG00000148484	1	2	2
ENSG00000129484	ENSG00000169621	2	2	2
ENSG00000049759	ENSG00000175387	3	3	3
ENSG00000049759	ENSG00000164924	2	2	2
ENSG00000115414	ENSG00000131473	1	2	2
ENSG00000071205	ENSG00000087266	1	2	2
ENSG00000015475	ENSG00000067560	2	2	2
ENSG00000077312	ENSG00000115414	1	2	2
ENSG00000163714	ENSG00000182872	1	2	2
ENSG00000067560	ENSG00000107643	2	2	2
ENSG00000109606	ENSG00000182872	1	2	2
ENSG00000131508	ENSG00000163840	3	3	3
ENSG00000124562	ENSG00000182872	1	2	2
ENSG00000180530	ENSG00000196482	2	2	2
ENSG00000026103	ENSG00000067560	2	2	2
ENSG00000063244	ENSG00000182872	1	2	2
ENSG00000115414	ENSG00000138385	1	2	2
ENSG00000070159	ENSG00000106211	1	2	2
ENSG00000130203	ENSG00000175899	2	2	2
ENSG00000182872	ENSG00000182872	1	2	2
ENSG00000119917	ENSG00000119917	2	2	2
ENSG00000100442	ENSG00000129484	1	2	2
ENSG00000173153	ENSG00000196482	3	3	3
ENSG00000076242	ENSG00000184009	1	3	3
ENSG00000070831	ENSG00000132694	2	2	2
ENSG00000066933	ENSG00000070831	2	1	2
ENSG00000115414	ENSG00000179051	1	2	2
ENSG00000106211	ENSG00000170486	1	2	2
ENSG00000105401	ENSG00000263528	4	4	4
ENSG00000107863	ENSG00000185591	1	2	2
ENSG00000104529	ENSG00000107863	1	3	3
ENSG00000065883	ENSG00000105401	2	2	2
ENSG00000105401	ENSG00000158290	2	1	2
ENSG00000105401	ENSG00000161011	3	3	3
ENSG00000163736	ENSG00000169242	2	2	2
ENSG00000105401	ENSG00000166484	2	2	2
ENSG00000105401	ENSG00000132356	2	2	2
ENSG00000004478	ENSG00000105401	1	2	2
ENSG00000105401	ENSG00000136807	4	3	4
ENSG00000080815	ENSG00000105401	1	2	2
ENSG00000096384	ENSG00000162733	1	2	2
ENSG00000105401	ENSG00000164867	1	3	3
ENSG00000135679	ENSG00000198626	1	3	3
ENSG00000105401	ENSG00000118046	5	3	5
ENSG00000075618	ENSG00000115414	1	2	2
ENSG00000106211	ENSG00000119707	1	2	2
ENSG00000136573	ENSG00000146648	3	4	4
ENSG00000070831	ENSG00000134909	4	2	4
ENSG00000106211	ENSG00000156976	1	3	3
ENSG00000142208	ENSG00000164327	9	4	9
ENSG00000108443	ENSG00000164327	2	2	2
ENSG00000146648	ENSG00000254087	4	4	5
ENSG00000012048	ENSG00000139618	9	6	11
ENSG00000176058	ENSG00000186298	4	3	4
ENSG00000172531	ENSG00000176058	4	4	5
ENSG00000175197	ENSG00000175197	2	2	2
ENSG00000070831	ENSG00000106299	6	5	7
ENSG00000162772	ENSG00000175197	2	2	2
ENSG00000170345	ENSG00000175197	2	2	2
ENSG00000197063	ENSG00000197063	2	2	2
ENSG00000156273	ENSG00000197063	3	3	3
ENSG00000100664	ENSG00000106211	1	2	2
ENSG00000100664	ENSG00000115414	1	2	2
ENSG00000105402	ENSG00000162692	2	2	3
ENSG00000105402	ENSG00000106211	1	2	2
ENSG00000105402	ENSG00000115414	1	2	2
ENSG00000075618	ENSG00000162692	2	2	3
ENSG00000175197	ENSG00000177606	2	2	2
ENSG00000070423	ENSG00000109332	2	2	2
ENSG00000154237	ENSG00000166170	2	2	3
ENSG00000115414	ENSG00000134313	1	2	2
ENSG00000110318	ENSG00000130222	1	2	2
ENSG00000106211	ENSG00000133112	1	3	3
ENSG00000103415	ENSG00000110318	2	2	2
ENSG00000162616	ENSG00000173110	2	2	2
ENSG00000110318	ENSG00000197386	1	2	2
ENSG00000134769	ENSG00000168610	1	2	2
ENSG00000094631	ENSG00000146648	4	6	8
ENSG00000072401	ENSG00000167770	5	4	5
ENSG00000167770	ENSG00000170142	2	2	2
ENSG00000115966	ENSG00000170345	5	5	7
ENSG00000084623	ENSG00000182566	1	2	2
ENSG00000068079	ENSG00000182566	1	2	2
ENSG00000109332	ENSG00000167770	4	4	5
ENSG00000104969	ENSG00000118785	2	1	2
ENSG00000110318	ENSG00000172977	1	2	2
ENSG00000110318	ENSG00000149557	1	2	2
ENSG00000110318	ENSG00000138376	1	2	2
ENSG00000110318	ENSG00000241127	2	2	2
ENSG00000110318	ENSG00000136504	1	2	2
ENSG00000131016	ENSG00000146648	1	2	2
ENSG00000110318	ENSG00000167005	2	2	2
ENSG00000105290	ENSG00000167900	2	2	2
ENSG00000102804	ENSG00000137500	2	2	2
ENSG00000137500	ENSG00000167900	2	2	2
ENSG00000080824	ENSG00000143418	1	3	3
ENSG00000132906	ENSG00000164305	7	4	7
ENSG00000089685	ENSG00000132906	3	3	3
ENSG00000107263	ENSG00000146648	2	2	2
ENSG00000097007	ENSG00000107263	2	4	4
ENSG00000107371	ENSG00000120699	4	4	4
ENSG00000107371	ENSG00000178896	6	4	6
ENSG00000138814	ENSG00000177885	3	3	3
ENSG00000105290	ENSG00000156697	2	2	2
ENSG00000158560	ENSG00000204843	2	2	2
ENSG00000130222	ENSG00000156697	2	2	3
ENSG00000067560	ENSG00000168040	2	2	2
ENSG00000015475	ENSG00000168040	2	2	2
ENSG00000168040	ENSG00000196730	3	2	3
ENSG00000117560	ENSG00000168040	6	4	6
ENSG00000092820	ENSG00000168040	3	3	3
ENSG00000105290	ENSG00000172466	1	2	2
ENSG00000118137	ENSG00000171560	2	2	2
ENSG00000106028	ENSG00000115414	1	2	2
ENSG00000079246	ENSG00000106211	1	3	3
ENSG00000111674	ENSG00000142208	2	2	2
ENSG00000106211	ENSG00000169641	1	2	2
ENSG00000106211	ENSG00000142208	4	3	5
ENSG00000132155	ENSG00000142208	4	4	5
ENSG00000142208	ENSG00000146648	2	3	3
ENSG00000142208	ENSG00000142867	2	4	4
ENSG00000118689	ENSG00000142208	3	3	3
ENSG00000072401	ENSG00000148356	2	2	2
ENSG00000106299	ENSG00000177885	4	4	4
ENSG00000105647	ENSG00000177885	3	3	3
ENSG00000142208	ENSG00000187741	2	3	3
ENSG00000133056	ENSG00000177885	4	4	4
ENSG00000170579	ENSG00000177885	2	2	2
ENSG00000142208	ENSG00000213341	6	3	7
ENSG00000148356	ENSG00000177889	3	2	3
ENSG00000104365	ENSG00000142208	3	2	3
ENSG00000004487	ENSG00000183304	1	2	2
ENSG00000198890	ENSG00000214530	1	2	2
ENSG00000070495	ENSG00000183304	2	2	2
ENSG00000142208	ENSG00000154277	2	2	2
ENSG00000115414	ENSG00000165527	1	2	2
ENSG00000146648	ENSG00000165527	2	2	2
ENSG00000142208	ENSG00000197122	2	2	2
ENSG00000079246	ENSG00000115414	1	2	2
ENSG00000100028	ENSG00000170860	2	1	2
ENSG00000100030	ENSG00000153233	4	4	4
ENSG00000074201	ENSG00000100028	4	4	5
ENSG00000105974	ENSG00000146648	9	5	9
ENSG00000100028	ENSG00000115414	1	2	2
ENSG00000071051	ENSG00000082074	2	3	3
ENSG00000142208	ENSG00000164867	4	3	4
ENSG00000067221	ENSG00000101412	1	2	2
ENSG00000129351	ENSG00000162692	2	2	3
ENSG00000103343	ENSG00000140987	2	2	2
ENSG00000132155	ENSG00000171552	2	2	2
ENSG00000115414	ENSG00000117560	2	2	2
ENSG00000171222	ENSG00000186812	2	2	2
ENSG00000107643	ENSG00000171552	2	2	2
ENSG00000117560	ENSG00000137673	2	2	2
ENSG00000132906	ENSG00000171552	2	2	2
ENSG00000142208	ENSG00000157764	2	3	3
ENSG00000026103	ENSG00000117560	7	6	7
ENSG00000107643	ENSG00000117560	2	2	2
ENSG00000127989	ENSG00000137501	1	2	2
ENSG00000078269	ENSG00000177885	2	2	2
ENSG00000115414	ENSG00000129351	1	2	2
ENSG00000128272	ENSG00000170345	3	3	3
ENSG00000162692	ENSG00000185721	2	2	2
ENSG00000106211	ENSG00000150403	1	2	2
ENSG00000141367	ENSG00000162692	2	2	2
ENSG00000115414	ENSG00000141367	1	2	2
ENSG00000135341	ENSG00000141367	2	2	2
ENSG00000096384	ENSG00000105221	1	2	2
ENSG00000104365	ENSG00000141367	2	2	2
ENSG00000127946	ENSG00000141367	4	3	4
ENSG00000115414	ENSG00000175416	1	2	2
ENSG00000143761	ENSG00000162692	1	2	2
ENSG00000115414	ENSG00000136937	1	2	2
ENSG00000015676	ENSG00000213160	1	2	2
ENSG00000103126	ENSG00000103126	3	2	3
ENSG00000182636	ENSG00000255302	2	2	2
ENSG00000070831	ENSG00000085511	2	2	2
ENSG00000034152	ENSG00000085511	3	3	3
ENSG00000108510	ENSG00000136146	2	2	2
ENSG00000034713	ENSG00000127837	2	2	2
ENSG00000100462	ENSG00000101255	1	2	2
ENSG00000115414	ENSG00000137309	1	2	2
ENSG00000103043	ENSG00000167193	1	2	2
ENSG00000073921	ENSG00000115414	1	2	2
ENSG00000143842	ENSG00000175029	1	2	2
ENSG00000151461	ENSG00000172795	2	2	2
ENSG00000104852	ENSG00000115414	1	2	2
ENSG00000104852	ENSG00000136997	1	2	2
ENSG00000117360	ENSG00000164609	1	2	2
ENSG00000125351	ENSG00000151461	8	4	8
ENSG00000151461	ENSG00000151461	2	2	2
ENSG00000106211	ENSG00000168214	1	2	2
ENSG00000100813	ENSG00000205937	2	2	2
ENSG00000100813	ENSG00000135250	2	2	2
ENSG00000072201	ENSG00000168078	2	3	3
ENSG00000026025	ENSG00000241127	2	2	2
ENSG00000170004	ENSG00000241127	2	2	2
ENSG00000089916	ENSG00000101945	1	2	2
ENSG00000100813	ENSG00000166228	1	3	3
ENSG00000106211	ENSG00000196510	1	2	2
ENSG00000102981	ENSG00000117461	1	3	3
ENSG00000095370	ENSG00000146648	2	2	2
ENSG00000128512	ENSG00000177885	2	2	2
ENSG00000102981	ENSG00000177885	1	3	3
ENSG00000073921	ENSG00000162692	2	2	2
ENSG00000115414	ENSG00000181610	1	2	2
ENSG00000123737	ENSG00000178896	3	3	3
ENSG00000106211	ENSG00000181610	1	2	2
ENSG00000103275	ENSG00000204713	2	2	2
ENSG00000112062	ENSG00000142208	3	3	4
ENSG00000104881	ENSG00000172531	5	7	7
ENSG00000112062	ENSG00000146648	2	2	2
ENSG00000100784	ENSG00000112062	4	3	4
ENSG00000094631	ENSG00000167397	2	2	2
ENSG00000124788	ENSG00000204842	1	2	2
ENSG00000139496	ENSG00000197386	2	2	2
ENSG00000090539	ENSG00000166949	1	2	2
ENSG00000162692	ENSG00000254772	2	2	2
ENSG00000139625	ENSG00000146648	1	2	2
ENSG00000114942	ENSG00000254772	2	2	2
ENSG00000254772	ENSG00000254772	2	2	2
ENSG00000050748	ENSG00000146648	2	2	2
ENSG00000128272	ENSG00000128272	2	2	2
ENSG00000128272	ENSG00000162772	2	4	4
ENSG00000128272	ENSG00000175592	2	2	2
ENSG00000128272	ENSG00000177606	4	5	5
ENSG00000162692	ENSG00000181610	2	2	3
ENSG00000171824	ENSG00000178896	4	3	4
ENSG00000111671	ENSG00000117461	1	3	3
ENSG00000105971	ENSG00000146648	3	3	3
ENSG00000099889	ENSG00000112851	2	2	2
ENSG00000112062	ENSG00000185386	2	2	2
ENSG00000112062	ENSG00000116604	2	2	2
ENSG00000144283	ENSG00000180900	1	2	2
ENSG00000111816	ENSG00000146648	2	3	3
ENSG00000017797	ENSG00000135597	2	2	2
ENSG00000110696	ENSG00000175899	2	2	2
ENSG00000106211	ENSG00000111057	1	2	2
ENSG00000137818	ENSG00000167005	2	2	2
ENSG00000137818	ENSG00000272325	2	2	2
ENSG00000167005	ENSG00000204859	2	2	2
ENSG00000085117	ENSG00000177455	3	2	3
ENSG00000101076	ENSG00000103275	2	2	2
ENSG00000104969	ENSG00000105894	2	2	2
ENSG00000101310	ENSG00000115414	1	2	2
ENSG00000067066	ENSG00000103275	5	3	6
ENSG00000111057	ENSG00000115414	1	2	2
ENSG00000151693	ENSG00000177885	3	3	3
ENSG00000115935	ENSG00000177885	3	3	3
ENSG00000148175	ENSG00000162692	2	2	2
ENSG00000101421	ENSG00000255112	2	2	2
ENSG00000101421	ENSG00000132024	2	2	2
ENSG00000086061	ENSG00000204392	2	1	2
ENSG00000182004	ENSG00000204392	2	1	2
ENSG00000105647	ENSG00000141736	3	2	3
ENSG00000170860	ENSG00000204392	4	2	4
ENSG00000124788	ENSG00000142698	1	2	2
ENSG00000023191	ENSG00000115414	1	2	2
ENSG00000115414	ENSG00000143549	1	2	2
ENSG00000096384	ENSG00000107968	2	3	3
ENSG00000125618	ENSG00000138279	1	2	2
ENSG00000140992	ENSG00000198286	2	2	2
ENSG00000118579	ENSG00000198890	1	2	2
ENSG00000128534	ENSG00000170860	3	2	3
ENSG00000106211	ENSG00000170860	1	2	2
ENSG00000160695	ENSG00000168283	1	2	2
ENSG00000005175	ENSG00000126756	3	3	4
ENSG00000128534	ENSG00000204392	3	1	3
ENSG00000101421	ENSG00000101421	2	3	3
ENSG00000107175	ENSG00000177606	1	3	3
ENSG00000172023	ENSG00000204463	2	2	2
ENSG00000101421	ENSG00000162692	2	2	2
ENSG00000108654	ENSG00000169045	2	2	2
ENSG00000162692	ENSG00000169045	2	2	2
ENSG00000130332	ENSG00000204392	3	1	3
ENSG00000115414	ENSG00000174444	1	2	2
ENSG00000162692	ENSG00000174444	2	2	3
ENSG00000086189	ENSG00000162692	2	2	3
ENSG00000130520	ENSG00000175324	2	2	2
ENSG00000086189	ENSG00000115414	1	2	2
ENSG00000128534	ENSG00000130520	2	2	2
ENSG00000130332	ENSG00000130520	4	3	4
ENSG00000043462	ENSG00000082074	5	4	8
ENSG00000004487	ENSG00000096401	2	2	2
ENSG00000175213	ENSG00000204392	2	1	2
ENSG00000100351	ENSG00000141736	2	2	2
ENSG00000125743	ENSG00000204392	3	1	3
ENSG00000145391	ENSG00000197019	1	2	2
ENSG00000106355	ENSG00000130332	2	1	2
ENSG00000116560	ENSG00000150991	2	2	2
ENSG00000116560	ENSG00000162692	2	2	2
ENSG00000106355	ENSG00000164167	2	1	2
ENSG00000142192	ENSG00000177606	1	2	2
ENSG00000106355	ENSG00000139343	2	1	2
ENSG00000063244	ENSG00000117360	1	2	2
ENSG00000063244	ENSG00000077312	1	2	2
ENSG00000063244	ENSG00000275895	4	3	4
ENSG00000106211	ENSG00000106723	1	3	3
ENSG00000137699	ENSG00000143799	2	2	2
ENSG00000034152	ENSG00000108984	2	2	2
ENSG00000165119	ENSG00000177885	4	4	4
ENSG00000104969	ENSG00000109971	4	3	4
ENSG00000123154	ENSG00000174231	1	2	2
ENSG00000109684	ENSG00000129197	1	2	2
ENSG00000109971	ENSG00000177606	2	3	3
ENSG00000162692	ENSG00000165732	2	2	2
ENSG00000073008	ENSG00000150637	2	2	2
ENSG00000138663	ENSG00000170345	1	3	3
ENSG00000112877	ENSG00000163635	1	2	2
ENSG00000140022	ENSG00000162692	2	2	3
ENSG00000115414	ENSG00000140022	1	2	2
ENSG00000078674	ENSG00000112877	3	4	4
ENSG00000112964	ENSG00000177885	2	2	2
ENSG00000044574	ENSG00000177885	3	3	3
ENSG00000162692	ENSG00000165025	2	2	2
ENSG00000046651	ENSG00000143156	2	2	2
ENSG00000078328	ENSG00000179222	2	1	2
ENSG00000067606	ENSG00000146648	2	2	2
ENSG00000067606	ENSG00000080824	2	2	2
ENSG00000123154	ENSG00000143368	1	2	2
ENSG00000123154	ENSG00000124562	1	2	2
ENSG00000156463	ENSG00000186298	2	1	2
ENSG00000189283	ENSG00000189283	2	2	2
ENSG00000047579	ENSG00000204104	2	2	2
ENSG00000047579	ENSG00000131558	2	2	2
ENSG00000115414	ENSG00000148175	1	2	2
ENSG00000096968	ENSG00000177885	4	3	4
ENSG00000071127	ENSG00000177885	2	2	2
ENSG00000082397	ENSG00000106211	1	2	2
ENSG00000136068	ENSG00000177885	2	2	2
ENSG00000089159	ENSG00000145675	2	1	2
ENSG00000012048	ENSG00000078304	1	2	2
ENSG00000067606	ENSG00000096384	1	2	2
ENSG00000089159	ENSG00000115414	1	2	2
ENSG00000010278	ENSG00000169252	1	2	2
ENSG00000124356	ENSG00000177885	7	5	7
ENSG00000115414	ENSG00000177885	2	2	2
ENSG00000141736	ENSG00000177885	8	5	8
ENSG00000115414	ENSG00000126749	1	2	2
ENSG00000170421	ENSG00000177885	2	2	2
ENSG00000127947	ENSG00000160691	5	3	5
ENSG00000092020	ENSG00000106211	1	2	2
ENSG00000021776	ENSG00000123154	2	2	2
ENSG00000078304	ENSG00000141510	2	2	2
ENSG00000101082	ENSG00000146648	2	2	2
ENSG00000067606	ENSG00000166913	2	3	3
ENSG00000177885	ENSG00000185499	2	2	2
ENSG00000078902	ENSG00000141198	6	5	6
ENSG00000177885	ENSG00000198265	2	2	2
ENSG00000168876	ENSG00000204315	1	2	2
ENSG00000115414	ENSG00000157191	1	2	2
ENSG00000092148	ENSG00000106211	1	2	2
ENSG00000106211	ENSG00000123505	1	2	2
ENSG00000177885	ENSG00000204469	2	1	2
ENSG00000157212	ENSG00000166595	1	2	2
ENSG00000078902	ENSG00000175662	2	2	2
ENSG00000165280	ENSG00000177885	1	3	3
ENSG00000143322	ENSG00000177885	2	2	2
ENSG00000172936	ENSG00000187555	1	2	2
ENSG00000172936	ENSG00000196470	1	2	2
ENSG00000168040	ENSG00000172936	2	2	2
ENSG00000012048	ENSG00000131626	1	2	2
ENSG00000115414	ENSG00000132002	1	2	2
ENSG00000010671	ENSG00000096384	1	2	2
ENSG00000162692	ENSG00000177885	2	2	2
ENSG00000115053	ENSG00000177885	2	2	2
ENSG00000160712	ENSG00000169252	1	2	2
ENSG00000177885	ENSG00000196924	3	3	3
ENSG00000065361	ENSG00000177885	4	4	4
ENSG00000150760	ENSG00000167193	6	3	6
ENSG00000115866	ENSG00000177885	2	2	2
ENSG00000150760	ENSG00000177885	3	3	3
ENSG00000096060	ENSG00000164663	2	2	2
ENSG00000096384	ENSG00000171094	1	2	2
ENSG00000141646	ENSG00000144589	2	2	2
ENSG00000121067	ENSG00000172936	2	4	4
ENSG00000136810	ENSG00000172936	1	3	3
ENSG00000036257	ENSG00000160410	2	2	2
ENSG00000100345	ENSG00000177885	3	3	3
ENSG00000146063	ENSG00000146063	2	2	2
ENSG00000166949	ENSG00000172936	1	2	2
ENSG00000010671	ENSG00000177885	2	2	2
ENSG00000151461	ENSG00000205937	2	2	2
ENSG00000115414	ENSG00000125835	1	2	2
ENSG00000151461	ENSG00000171824	2	2	2
ENSG00000004487	ENSG00000138780	1	2	2
ENSG00000138780	ENSG00000168610	1	2	2
ENSG00000113269	ENSG00000131508	2	2	2
ENSG00000131746	ENSG00000138780	1	2	2
ENSG00000109332	ENSG00000113269	2	2	2
ENSG00000113269	ENSG00000170142	2	2	2
ENSG00000072401	ENSG00000113269	2	2	2
ENSG00000147548	ENSG00000204209	1	2	2
ENSG00000100462	ENSG00000164924	2	3	3
ENSG00000124788	ENSG00000182149	1	2	2
ENSG00000154556	ENSG00000164924	2	2	2
ENSG00000146648	ENSG00000164924	6	5	6
ENSG00000106211	ENSG00000164924	3	4	4
ENSG00000162692	ENSG00000175166	2	2	2
ENSG00000112078	ENSG00000186298	2	2	2
ENSG00000182667	ENSG00000185565	1	2	2
ENSG00000172260	ENSG00000182667	1	2	2
ENSG00000182667	ENSG00000182667	1	2	2
ENSG00000162692	ENSG00000164924	2	2	2
ENSG00000151929	ENSG00000175166	2	2	2
ENSG00000162692	ENSG00000241837	2	2	3
ENSG00000103024	ENSG00000243678	2	2	2
ENSG00000106211	ENSG00000127616	1	2	2
ENSG00000105705	ENSG00000109606	1	2	2
ENSG00000105705	ENSG00000125870	1	2	2
ENSG00000063244	ENSG00000105705	2	2	3
ENSG00000105705	ENSG00000182872	1	2	2
ENSG00000151065	ENSG00000156735	2	2	2
ENSG00000151065	ENSG00000172795	4	3	4
ENSG00000022840	ENSG00000131508	2	2	2
ENSG00000074800	ENSG00000164924	3	3	3
ENSG00000036257	ENSG00000109790	2	2	2
ENSG00000115414	ENSG00000164924	1	2	2
ENSG00000078140	ENSG00000134758	3	3	3
ENSG00000138439	ENSG00000168610	1	2	2
ENSG00000135679	ENSG00000204209	7	5	11
ENSG00000162692	ENSG00000166913	2	2	3
ENSG00000096384	ENSG00000119638	1	2	2
ENSG00000170364	ENSG00000170364	2	2	2
ENSG00000107929	ENSG00000204628	3	2	3
ENSG00000106211	ENSG00000166913	1	2	2
ENSG00000115414	ENSG00000166913	1	2	2
ENSG00000146648	ENSG00000166913	2	2	2
ENSG00000167613	ENSG00000167613	1	2	2
ENSG00000124788	ENSG00000173991	2	2	2
ENSG00000100320	ENSG00000124788	2	3	3
ENSG00000124788	ENSG00000167005	1	2	2
ENSG00000124788	ENSG00000204469	1	2	2
ENSG00000124788	ENSG00000167193	2	3	3
ENSG00000124788	ENSG00000165588	2	2	2
ENSG00000063244	ENSG00000124788	1	2	2
ENSG00000124788	ENSG00000172757	1	2	2
ENSG00000095951	ENSG00000124788	2	3	3
ENSG00000106211	ENSG00000179218	1	3	3
ENSG00000142192	ENSG00000179218	3	3	3
ENSG00000162692	ENSG00000241973	2	2	3
ENSG00000110958	ENSG00000133124	1	2	2
ENSG00000106211	ENSG00000110958	1	2	2
ENSG00000096384	ENSG00000110958	6	4	6
ENSG00000106211	ENSG00000132424	1	2	2
ENSG00000090061	ENSG00000124788	1	2	2
ENSG00000186908	ENSG00000204209	1	2	2
ENSG00000110958	ENSG00000115414	1	2	2
ENSG00000115414	ENSG00000241973	1	2	2
ENSG00000106993	ENSG00000168439	2	3	3
ENSG00000159352	ENSG00000175166	3	3	3
ENSG00000002834	ENSG00000168610	1	2	2
ENSG00000002834	ENSG00000167193	1	2	2
ENSG00000070831	ENSG00000128283	2	2	2
ENSG00000137693	ENSG00000166167	3	3	3
ENSG00000026103	ENSG00000107643	2	2	2
ENSG00000107643	ENSG00000108443	2	3	3
ENSG00000149781	ENSG00000162692	2	2	3
ENSG00000115806	ENSG00000117475	2	2	2
ENSG00000115414	ENSG00000149781	1	2	2
ENSG00000115806	ENSG00000167110	4	2	4
ENSG00000084207	ENSG00000107643	4	3	4
ENSG00000107643	ENSG00000146648	2	2	2
ENSG00000146094	ENSG00000169291	1	2	2
ENSG00000146094	ENSG00000167193	1	2	2
ENSG00000146094	ENSG00000168610	1	2	2
ENSG00000076984	ENSG00000107643	7	6	9
ENSG00000146094	ENSG00000147443	1	2	2
ENSG00000088986	ENSG00000116741	2	2	2
ENSG00000121060	ENSG00000131508	4	2	4
ENSG00000002834	ENSG00000115414	1	2	2
ENSG00000171033	ENSG00000171223	1	2	2
ENSG00000117360	ENSG00000140259	1	2	2
ENSG00000096384	ENSG00000183943	1	2	2
ENSG00000106211	ENSG00000126214	1	2	2
ENSG00000023839	ENSG00000109320	1	2	2
ENSG00000105568	ENSG00000162692	2	2	3
ENSG00000105568	ENSG00000141510	3	4	4
ENSG00000105568	ENSG00000115414	1	2	2
ENSG00000112773	ENSG00000124788	2	2	2
ENSG00000112773	ENSG00000165025	1	3	3
ENSG00000113851	ENSG00000177885	1	2	2
ENSG00000072832	ENSG00000103126	1	2	2
ENSG00000109332	ENSG00000121060	2	2	2
ENSG00000072832	ENSG00000167900	2	2	2
ENSG00000112514	ENSG00000123358	1	3	3
ENSG00000104833	ENSG00000123358	1	3	3
ENSG00000072832	ENSG00000197386	1	2	2
ENSG00000096746	ENSG00000135486	4	3	4
ENSG00000096746	ENSG00000162692	2	2	2
ENSG00000103126	ENSG00000140350	1	2	2
ENSG00000115414	ENSG00000168385	1	2	2
ENSG00000099901	ENSG00000162692	2	2	2
ENSG00000026025	ENSG00000072832	2	2	3
ENSG00000102804	ENSG00000105290	2	2	2
ENSG00000100030	ENSG00000143851	5	6	8
ENSG00000015475	ENSG00000117560	2	2	2
ENSG00000015475	ENSG00000026103	2	2	2
ENSG00000115414	ENSG00000197256	1	2	2
ENSG00000068028	ENSG00000166167	3	3	3
ENSG00000106211	ENSG00000110047	1	2	2
ENSG00000141522	ENSG00000169252	1	2	2
ENSG00000131979	ENSG00000164924	1	3	3
ENSG00000088367	ENSG00000106211	1	2	2
ENSG00000138434	ENSG00000164924	2	1	2
ENSG00000139625	ENSG00000148690	1	2	2
ENSG00000113141	ENSG00000148690	1	2	2
ENSG00000087365	ENSG00000148690	1	2	2
ENSG00000146648	ENSG00000165629	2	2	2
ENSG00000115414	ENSG00000165629	1	2	2
ENSG00000106993	ENSG00000172046	1	2	2
ENSG00000080824	ENSG00000106993	3	2	3
ENSG00000096384	ENSG00000106993	2	2	2
ENSG00000162692	ENSG00000165629	2	2	3
ENSG00000010219	ENSG00000080824	2	2	2
ENSG00000168610	ENSG00000272804	1	2	2
ENSG00000146648	ENSG00000149269	2	2	2
ENSG00000100345	ENSG00000164924	2	2	2
ENSG00000142208	ENSG00000149269	3	2	3
ENSG00000106244	ENSG00000115414	1	2	2
ENSG00000112578	ENSG00000162692	2	2	3
ENSG00000102804	ENSG00000143379	2	2	2
