	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000105438_ENSG00000174405	ENSG00000105438	ENSG00000174405	1	2	2	2012-09-18
ENSG00000002549_ENSG00000174405	ENSG00000002549	ENSG00000174405	1	2	2	2012-09-18
ENSG00000126934_ENSG00000174405	ENSG00000126934	ENSG00000174405	1	2	2	2012-09-18
ENSG00000121481_ENSG00000184207	ENSG00000121481	ENSG00000184207	1	2	2	2006-12-01
ENSG00000121481_ENSG00000181404	ENSG00000121481	ENSG00000181404	1	2	2	2014-08-01
ENSG00000121481_ENSG00000141582	ENSG00000121481	ENSG00000141582	6	5	6	2008-10-28
ENSG00000121481_ENSG00000183741	ENSG00000121481	ENSG00000183741	4	4	4	2011-04-01
ENSG00000100307_ENSG00000121481	ENSG00000100307	ENSG00000121481	6	4	6	2009-07-28
ENSG00000085563_ENSG00000121481	ENSG00000085563	ENSG00000121481	1	2	2	2006-12-01
ENSG00000121481_ENSG00000168283	ENSG00000121481	ENSG00000168283	21	7	24	2006-06-07
ENSG00000121481_ENSG00000277258	ENSG00000121481	ENSG00000277258	9	5	10	2012-07-01
ENSG00000013275_ENSG00000121481	ENSG00000013275	ENSG00000121481	1	2	2	2005-07-15
ENSG00000072401_ENSG00000121481	ENSG00000072401	ENSG00000121481	2	2	2	2009-10-01
ENSG00000109332_ENSG00000121481	ENSG00000109332	ENSG00000121481	10	3	10	2009-10-01
ENSG00000078140_ENSG00000121481	ENSG00000078140	ENSG00000121481	1	2	2	2001-08-10
ENSG00000121481_ENSG00000131508	ENSG00000121481	ENSG00000131508	3	3	3	2009-10-01
ENSG00000121481_ENSG00000135457	ENSG00000121481	ENSG00000135457	2	3	3	2002-03-01
ENSG00000121481_ENSG00000173894	ENSG00000121481	ENSG00000173894	5	4	5	2011-04-01
ENSG00000121481_ENSG00000185619	ENSG00000121481	ENSG00000185619	5	5	6	2012-07-01
ENSG00000121481_ENSG00000180628	ENSG00000121481	ENSG00000180628	6	5	7	2012-07-01
ENSG00000121481_ENSG00000121481	ENSG00000121481	ENSG00000121481	3	3	3	2010-04-13
ENSG00000008735_ENSG00000182700	ENSG00000008735	ENSG00000182700	1	2	2	2015-03-26
ENSG00000008735_ENSG00000213886	ENSG00000008735	ENSG00000213886	1	3	3	2015-03-26
ENSG00000008735_ENSG00000146648	ENSG00000008735	ENSG00000146648	3	3	3	2014-05-01
ENSG00000008735_ENSG00000169252	ENSG00000008735	ENSG00000169252	1	2	2	2014-03-21
ENSG00000008735_ENSG00000081479	ENSG00000008735	ENSG00000081479	2	2	3	2000-08-18
ENSG00000008735_ENSG00000123384	ENSG00000008735	ENSG00000123384	1	2	2	2000-08-18
ENSG00000223638_ENSG00000223638	ENSG00000223638	ENSG00000223638	1	2	2	2006-01-09
ENSG00000078814_ENSG00000115593	ENSG00000078814	ENSG00000115593	1	2	2	2013-04-01
ENSG00000035687_ENSG00000115593	ENSG00000035687	ENSG00000115593	1	2	2	2013-04-01
ENSG00000134909_ENSG00000198400	ENSG00000134909	ENSG00000198400	2	3	3	2002-12-01
ENSG00000097007_ENSG00000198400	ENSG00000097007	ENSG00000198400	2	3	3	2000-03-03
ENSG00000134259_ENSG00000198400	ENSG00000134259	ENSG00000198400	8	4	8	1997-04-04
ENSG00000198400_ENSG00000198400	ENSG00000198400	ENSG00000198400	3	3	3	2011-01-21
ENSG00000010810_ENSG00000134909	ENSG00000010810	ENSG00000134909	1	4	4	2003-06-20
ENSG00000004777_ENSG00000010810	ENSG00000004777	ENSG00000010810	1	2	2	2006-08-18
ENSG00000010810_ENSG00000082074	ENSG00000010810	ENSG00000082074	7	6	9	2007-06-01
ENSG00000010810_ENSG00000115414	ENSG00000010810	ENSG00000115414	1	2	2	2007-02-02
ENSG00000010810_ENSG00000141736	ENSG00000010810	ENSG00000141736	1	2	2	2014-06-05
ENSG00000010810_ENSG00000010810	ENSG00000010810	ENSG00000010810	4	3	4	2001-02-01
ENSG00000070831_ENSG00000134909	ENSG00000070831	ENSG00000134909	4	2	4	2010-10-01
ENSG00000066933_ENSG00000070831	ENSG00000066933	ENSG00000070831	2	1	2	2010-10-01
ENSG00000070831_ENSG00000106299	ENSG00000070831	ENSG00000106299	6	5	7	2010-10-01
ENSG00000070831_ENSG00000149798	ENSG00000070831	ENSG00000149798	4	3	5	1999-10-01
ENSG00000070831_ENSG00000126217	ENSG00000070831	ENSG00000126217	2	3	3	2002-03-15
ENSG00000070831_ENSG00000132694	ENSG00000070831	ENSG00000132694	2	2	2	2010-10-01
ENSG00000070831_ENSG00000077264	ENSG00000070831	ENSG00000077264	3	3	3	2005-06-17
ENSG00000070831_ENSG00000130669	ENSG00000070831	ENSG00000130669	6	5	6	2010-10-01
ENSG00000070831_ENSG00000116701	ENSG00000070831	ENSG00000116701	3	3	4	2000-10-01
ENSG00000070831_ENSG00000163558	ENSG00000070831	ENSG00000163558	2	4	4	2001-02-01
ENSG00000015285_ENSG00000070831	ENSG00000015285	ENSG00000070831	11	9	16	1998-07-17
ENSG00000070831_ENSG00000107643	ENSG00000070831	ENSG00000107643	2	2	2	2014-12-05
ENSG00000070831_ENSG00000141522	ENSG00000070831	ENSG00000141522	5	5	5	2010-10-01
ENSG00000134909_ENSG00000273079	ENSG00000134909	ENSG00000273079	1	2	2	2003-07-01
ENSG00000185345_ENSG00000273079	ENSG00000185345	ENSG00000273079	2	2	2	2014-12-05
ENSG00000132535_ENSG00000273079	ENSG00000132535	ENSG00000273079	8	6	11	1996-04-01
ENSG00000075711_ENSG00000273079	ENSG00000075711	ENSG00000273079	3	3	3	2002-06-01
ENSG00000033327_ENSG00000134909	ENSG00000033327	ENSG00000134909	1	2	2	2003-09-05
ENSG00000033327_ENSG00000145675	ENSG00000033327	ENSG00000145675	7	4	8	2001-04-27
ENSG00000033327_ENSG00000166913	ENSG00000033327	ENSG00000166913	1	2	2	2008-09-03
ENSG00000033327_ENSG00000099942	ENSG00000033327	ENSG00000099942	2	2	3	2001-04-27
ENSG00000033327_ENSG00000177885	ENSG00000033327	ENSG00000177885	10	9	12	2009-06-10
ENSG00000033327_ENSG00000179295	ENSG00000033327	ENSG00000179295	11	5	12	2001-04-27
ENSG00000164961_ENSG00000181404	ENSG00000164961	ENSG00000181404	1	2	2	2010-11-01
ENSG00000126581_ENSG00000181404	ENSG00000126581	ENSG00000181404	2	3	4	2013-10-16
ENSG00000122952_ENSG00000126581	ENSG00000122952	ENSG00000126581	3	4	4	2011-11-11
ENSG00000126581_ENSG00000176105	ENSG00000126581	ENSG00000176105	1	2	2	2015-03-26
ENSG00000126581_ENSG00000171791	ENSG00000126581	ENSG00000171791	27	6	31	1998-11-01
ENSG00000069869_ENSG00000126581	ENSG00000069869	ENSG00000126581	2	4	4	2012-01-01
ENSG00000126581_ENSG00000171552	ENSG00000126581	ENSG00000171552	8	5	10	2007-05-16
ENSG00000126581_ENSG00000126581	ENSG00000126581	ENSG00000126581	5	4	6	2009-04-01
ENSG00000136051_ENSG00000181404	ENSG00000136051	ENSG00000181404	1	2	2	2010-11-01
ENSG00000136051_ENSG00000164961	ENSG00000136051	ENSG00000164961	1	2	2	2010-11-01
ENSG00000116903_ENSG00000181404	ENSG00000116903	ENSG00000181404	1	3	3	2013-12-23
ENSG00000116903_ENSG00000144118	ENSG00000116903	ENSG00000144118	4	3	5	2003-12-19
ENSG00000090989_ENSG00000181404	ENSG00000090989	ENSG00000181404	1	2	2	2013-12-23
ENSG00000090989_ENSG00000126775	ENSG00000090989	ENSG00000126775	1	2	2	2011-01-21
ENSG00000090989_ENSG00000145016	ENSG00000090989	ENSG00000145016	1	2	2	2011-01-21
ENSG00000090989_ENSG00000131558	ENSG00000090989	ENSG00000131558	4	3	4	2009-11-01
ENSG00000090989_ENSG00000112685	ENSG00000090989	ENSG00000112685	2	2	2	2016-05-13
ENSG00000147400_ENSG00000198089	ENSG00000147400	ENSG00000198089	2	5	5	2006-10-01
ENSG00000169689_ENSG00000175279	ENSG00000169689	ENSG00000175279	4	4	6	2010-03-26
ENSG00000129292_ENSG00000274618	ENSG00000129292	ENSG00000274618	1	2	2	2006-04-01
ENSG00000129292_ENSG00000197238	ENSG00000129292	ENSG00000197238	1	2	2	2006-04-01
ENSG00000129292_ENSG00000197837	ENSG00000129292	ENSG00000197837	1	2	2	2006-04-01
ENSG00000129292_ENSG00000158406	ENSG00000129292	ENSG00000158406	1	2	2	2006-04-01
ENSG00000129292_ENSG00000278705	ENSG00000129292	ENSG00000278705	1	2	2	2006-04-01
ENSG00000129292_ENSG00000197061	ENSG00000129292	ENSG00000197061	1	2	2	2006-04-01
ENSG00000129292_ENSG00000270882	ENSG00000129292	ENSG00000270882	1	2	2	2006-04-01
ENSG00000129292_ENSG00000270276	ENSG00000129292	ENSG00000270276	1	2	2	2006-04-01
ENSG00000129292_ENSG00000273542	ENSG00000129292	ENSG00000273542	1	2	2	2006-04-01
ENSG00000129292_ENSG00000277157	ENSG00000129292	ENSG00000277157	1	2	2	2006-04-01
ENSG00000129292_ENSG00000276966	ENSG00000129292	ENSG00000276966	1	2	2	2006-04-01
ENSG00000129292_ENSG00000276180	ENSG00000129292	ENSG00000276180	1	2	2	2006-04-01
ENSG00000129292_ENSG00000278637	ENSG00000129292	ENSG00000278637	1	2	2	2006-04-01
ENSG00000129292_ENSG00000275126	ENSG00000129292	ENSG00000275126	1	2	2	2006-04-01
ENSG00000128708_ENSG00000274618	ENSG00000128708	ENSG00000274618	4	3	5	2012-06-05
ENSG00000128708_ENSG00000197238	ENSG00000128708	ENSG00000197238	4	3	5	2012-06-05
ENSG00000128708_ENSG00000197837	ENSG00000128708	ENSG00000197837	4	3	5	2012-06-05
ENSG00000128708_ENSG00000158406	ENSG00000128708	ENSG00000158406	4	3	5	2012-06-05
ENSG00000128708_ENSG00000278705	ENSG00000128708	ENSG00000278705	4	3	5	2012-06-05
ENSG00000128708_ENSG00000197061	ENSG00000128708	ENSG00000197061	4	3	5	2012-06-05
ENSG00000128708_ENSG00000270882	ENSG00000128708	ENSG00000270882	4	3	5	2012-06-05
ENSG00000128708_ENSG00000270276	ENSG00000128708	ENSG00000270276	4	3	5	2012-06-05
ENSG00000128708_ENSG00000273542	ENSG00000128708	ENSG00000273542	4	3	5	2012-06-05
ENSG00000128708_ENSG00000277157	ENSG00000128708	ENSG00000277157	4	3	5	2012-06-05
ENSG00000128708_ENSG00000276966	ENSG00000128708	ENSG00000276966	4	3	5	2012-06-05
ENSG00000128708_ENSG00000276180	ENSG00000128708	ENSG00000276180	4	3	5	2012-06-05
ENSG00000128708_ENSG00000278637	ENSG00000128708	ENSG00000278637	4	3	5	2012-06-05
ENSG00000128708_ENSG00000275126	ENSG00000128708	ENSG00000275126	4	3	5	2012-06-05
ENSG00000141867_ENSG00000274618	ENSG00000141867	ENSG00000274618	3	5	6	2009-09-18
ENSG00000141867_ENSG00000197238	ENSG00000141867	ENSG00000197238	3	5	6	2009-09-18
ENSG00000141867_ENSG00000197837	ENSG00000141867	ENSG00000197837	3	5	6	2009-09-18
ENSG00000141867_ENSG00000158406	ENSG00000141867	ENSG00000158406	3	5	6	2009-09-18
ENSG00000141867_ENSG00000278705	ENSG00000141867	ENSG00000278705	3	5	6	2009-09-18
ENSG00000141867_ENSG00000197061	ENSG00000141867	ENSG00000197061	3	5	6	2009-09-18
ENSG00000141867_ENSG00000270882	ENSG00000141867	ENSG00000270882	3	5	6	2009-09-18
ENSG00000141867_ENSG00000270276	ENSG00000141867	ENSG00000270276	3	5	6	2009-09-18
ENSG00000141867_ENSG00000273542	ENSG00000141867	ENSG00000273542	3	5	6	2009-09-18
ENSG00000141867_ENSG00000277157	ENSG00000141867	ENSG00000277157	3	5	6	2009-09-18
ENSG00000141867_ENSG00000276966	ENSG00000141867	ENSG00000276966	3	5	6	2009-09-18
ENSG00000141867_ENSG00000276180	ENSG00000141867	ENSG00000276180	3	5	6	2009-09-18
ENSG00000141867_ENSG00000278637	ENSG00000141867	ENSG00000278637	3	5	6	2009-09-18
ENSG00000141867_ENSG00000275126	ENSG00000141867	ENSG00000275126	3	5	6	2009-09-18
ENSG00000066135_ENSG00000274618	ENSG00000066135	ENSG00000274618	2	4	5	2006-04-01
ENSG00000066135_ENSG00000197238	ENSG00000066135	ENSG00000197238	2	4	5	2006-04-01
ENSG00000066135_ENSG00000197837	ENSG00000066135	ENSG00000197837	2	4	5	2006-04-01
ENSG00000066135_ENSG00000158406	ENSG00000066135	ENSG00000158406	2	4	5	2006-04-01
ENSG00000066135_ENSG00000278705	ENSG00000066135	ENSG00000278705	2	4	5	2006-04-01
ENSG00000066135_ENSG00000197061	ENSG00000066135	ENSG00000197061	2	4	5	2006-04-01
ENSG00000066135_ENSG00000270882	ENSG00000066135	ENSG00000270882	2	4	5	2006-04-01
ENSG00000066135_ENSG00000270276	ENSG00000066135	ENSG00000270276	2	4	5	2006-04-01
ENSG00000066135_ENSG00000273542	ENSG00000066135	ENSG00000273542	2	4	5	2006-04-01
ENSG00000066135_ENSG00000277157	ENSG00000066135	ENSG00000277157	2	4	5	2006-04-01
ENSG00000066135_ENSG00000276966	ENSG00000066135	ENSG00000276966	2	4	5	2006-04-01
ENSG00000066135_ENSG00000276180	ENSG00000066135	ENSG00000276180	2	4	5	2006-04-01
ENSG00000066135_ENSG00000278637	ENSG00000066135	ENSG00000278637	2	4	5	2006-04-01
ENSG00000066135_ENSG00000275126	ENSG00000066135	ENSG00000275126	2	4	5	2006-04-01
ENSG00000162692_ENSG00000274618	ENSG00000162692	ENSG00000274618	2	2	2	2012-07-01
ENSG00000162692_ENSG00000197238	ENSG00000162692	ENSG00000197238	2	2	2	2012-07-01
ENSG00000162692_ENSG00000197837	ENSG00000162692	ENSG00000197837	2	2	2	2012-07-01
ENSG00000158406_ENSG00000162692	ENSG00000158406	ENSG00000162692	2	2	2	2012-07-01
ENSG00000162692_ENSG00000278705	ENSG00000162692	ENSG00000278705	2	2	2	2012-07-01
ENSG00000162692_ENSG00000197061	ENSG00000162692	ENSG00000197061	2	2	2	2012-07-01
ENSG00000162692_ENSG00000270882	ENSG00000162692	ENSG00000270882	2	2	2	2012-07-01
ENSG00000162692_ENSG00000270276	ENSG00000162692	ENSG00000270276	2	2	2	2012-07-01
ENSG00000162692_ENSG00000273542	ENSG00000162692	ENSG00000273542	2	2	2	2012-07-01
ENSG00000162692_ENSG00000277157	ENSG00000162692	ENSG00000277157	2	2	2	2012-07-01
ENSG00000162692_ENSG00000276966	ENSG00000162692	ENSG00000276966	2	2	2	2012-07-01
ENSG00000162692_ENSG00000276180	ENSG00000162692	ENSG00000276180	2	2	2	2012-07-01
ENSG00000162692_ENSG00000278637	ENSG00000162692	ENSG00000278637	2	2	2	2012-07-01
ENSG00000162692_ENSG00000275126	ENSG00000162692	ENSG00000275126	2	2	2	2012-07-01
ENSG00000147133_ENSG00000274618	ENSG00000147133	ENSG00000274618	2	2	2	2010-05-04
ENSG00000147133_ENSG00000197238	ENSG00000147133	ENSG00000197238	2	2	2	2010-05-04
ENSG00000147133_ENSG00000197837	ENSG00000147133	ENSG00000197837	2	2	2	2010-05-04
ENSG00000147133_ENSG00000158406	ENSG00000147133	ENSG00000158406	2	2	2	2010-05-04
ENSG00000147133_ENSG00000278705	ENSG00000147133	ENSG00000278705	2	2	2	2010-05-04
ENSG00000147133_ENSG00000197061	ENSG00000147133	ENSG00000197061	2	2	2	2010-05-04
ENSG00000147133_ENSG00000270882	ENSG00000147133	ENSG00000270882	2	2	2	2010-05-04
ENSG00000147133_ENSG00000270276	ENSG00000147133	ENSG00000270276	2	2	2	2010-05-04
ENSG00000147133_ENSG00000273542	ENSG00000147133	ENSG00000273542	2	2	2	2010-05-04
ENSG00000147133_ENSG00000277157	ENSG00000147133	ENSG00000277157	2	2	2	2010-05-04
ENSG00000147133_ENSG00000276966	ENSG00000147133	ENSG00000276966	2	2	2	2010-05-04
ENSG00000147133_ENSG00000276180	ENSG00000147133	ENSG00000276180	2	2	2	2010-05-04
ENSG00000147133_ENSG00000278637	ENSG00000147133	ENSG00000278637	2	2	2	2010-05-04
ENSG00000147133_ENSG00000275126	ENSG00000147133	ENSG00000275126	2	2	2	2010-05-04
ENSG00000204256_ENSG00000274618	ENSG00000204256	ENSG00000274618	4	5	6	2004-01-16
ENSG00000197238_ENSG00000204256	ENSG00000197238	ENSG00000204256	4	5	6	2004-01-16
ENSG00000197837_ENSG00000204256	ENSG00000197837	ENSG00000204256	4	5	6	2004-01-16
ENSG00000158406_ENSG00000204256	ENSG00000158406	ENSG00000204256	4	5	6	2004-01-16
ENSG00000204256_ENSG00000278705	ENSG00000204256	ENSG00000278705	4	5	6	2004-01-16
ENSG00000197061_ENSG00000204256	ENSG00000197061	ENSG00000204256	4	5	6	2004-01-16
ENSG00000204256_ENSG00000270882	ENSG00000204256	ENSG00000270882	4	5	6	2004-01-16
ENSG00000204256_ENSG00000270276	ENSG00000204256	ENSG00000270276	4	5	6	2004-01-16
ENSG00000204256_ENSG00000273542	ENSG00000204256	ENSG00000273542	4	5	6	2004-01-16
ENSG00000204256_ENSG00000277157	ENSG00000204256	ENSG00000277157	4	5	6	2004-01-16
ENSG00000204256_ENSG00000276966	ENSG00000204256	ENSG00000276966	4	5	6	2004-01-16
ENSG00000204256_ENSG00000276180	ENSG00000204256	ENSG00000276180	4	5	6	2004-01-16
ENSG00000204256_ENSG00000278637	ENSG00000204256	ENSG00000278637	4	5	6	2004-01-16
ENSG00000204256_ENSG00000275126	ENSG00000204256	ENSG00000275126	4	5	6	2004-01-16
ENSG00000156983_ENSG00000274618	ENSG00000156983	ENSG00000274618	1	2	2	2014-11-03
ENSG00000156983_ENSG00000197238	ENSG00000156983	ENSG00000197238	1	2	2	2014-11-03
ENSG00000156983_ENSG00000197837	ENSG00000156983	ENSG00000197837	1	2	2	2014-11-03
ENSG00000156983_ENSG00000158406	ENSG00000156983	ENSG00000158406	1	2	2	2014-11-03
ENSG00000156983_ENSG00000278705	ENSG00000156983	ENSG00000278705	1	2	2	2014-11-03
ENSG00000156983_ENSG00000197061	ENSG00000156983	ENSG00000197061	1	2	2	2014-11-03
ENSG00000156983_ENSG00000270882	ENSG00000156983	ENSG00000270882	1	2	2	2014-11-03
ENSG00000156983_ENSG00000270276	ENSG00000156983	ENSG00000270276	1	2	2	2014-11-03
ENSG00000156983_ENSG00000273542	ENSG00000156983	ENSG00000273542	1	2	2	2014-11-03
ENSG00000156983_ENSG00000277157	ENSG00000156983	ENSG00000277157	1	2	2	2014-11-03
ENSG00000156983_ENSG00000276966	ENSG00000156983	ENSG00000276966	1	2	2	2014-11-03
ENSG00000156983_ENSG00000276180	ENSG00000156983	ENSG00000276180	1	2	2	2014-11-03
ENSG00000156983_ENSG00000278637	ENSG00000156983	ENSG00000278637	1	2	2	2014-11-03
ENSG00000156983_ENSG00000275126	ENSG00000156983	ENSG00000275126	1	2	2	2014-11-03
ENSG00000129292_ENSG00000197409	ENSG00000129292	ENSG00000197409	1	2	2	2006-04-01
ENSG00000129292_ENSG00000197153	ENSG00000129292	ENSG00000197153	1	2	2	2006-04-01
ENSG00000129292_ENSG00000278828	ENSG00000129292	ENSG00000278828	1	2	2	2006-04-01
ENSG00000129292_ENSG00000278272	ENSG00000129292	ENSG00000278272	1	2	2	2006-04-01
ENSG00000129292_ENSG00000275714	ENSG00000129292	ENSG00000275714	1	2	2	2006-04-01
ENSG00000129292_ENSG00000273983	ENSG00000129292	ENSG00000273983	1	2	2	2006-04-01
ENSG00000129292_ENSG00000274750	ENSG00000129292	ENSG00000274750	1	2	2	2006-04-01
ENSG00000129292_ENSG00000275379	ENSG00000129292	ENSG00000275379	1	2	2	2006-04-01
ENSG00000129292_ENSG00000277775	ENSG00000129292	ENSG00000277775	1	2	2	2006-04-01
ENSG00000129292_ENSG00000274267	ENSG00000129292	ENSG00000274267	1	2	2	2006-04-01
ENSG00000160224_ENSG00000197409	ENSG00000160224	ENSG00000197409	1	5	5	2008-04-01
ENSG00000160224_ENSG00000197153	ENSG00000160224	ENSG00000197153	1	5	5	2008-04-01
ENSG00000160224_ENSG00000278828	ENSG00000160224	ENSG00000278828	1	5	5	2008-04-01
ENSG00000160224_ENSG00000278272	ENSG00000160224	ENSG00000278272	1	5	5	2008-04-01
ENSG00000160224_ENSG00000275714	ENSG00000160224	ENSG00000275714	1	5	5	2008-04-01
ENSG00000160224_ENSG00000273983	ENSG00000160224	ENSG00000273983	1	5	5	2008-04-01
ENSG00000160224_ENSG00000274750	ENSG00000160224	ENSG00000274750	1	5	5	2008-04-01
ENSG00000160224_ENSG00000275379	ENSG00000160224	ENSG00000275379	1	5	5	2008-04-01
ENSG00000160224_ENSG00000277775	ENSG00000160224	ENSG00000277775	1	5	5	2008-04-01
ENSG00000160224_ENSG00000274267	ENSG00000160224	ENSG00000274267	1	5	5	2008-04-01
ENSG00000141867_ENSG00000197409	ENSG00000141867	ENSG00000197409	1	2	2	2009-09-18
ENSG00000141867_ENSG00000197153	ENSG00000141867	ENSG00000197153	1	2	2	2009-09-18
ENSG00000141867_ENSG00000278828	ENSG00000141867	ENSG00000278828	1	2	2	2009-09-18
ENSG00000141867_ENSG00000278272	ENSG00000141867	ENSG00000278272	1	2	2	2009-09-18
ENSG00000141867_ENSG00000275714	ENSG00000141867	ENSG00000275714	1	2	2	2009-09-18
ENSG00000141867_ENSG00000273983	ENSG00000141867	ENSG00000273983	1	2	2	2009-09-18
ENSG00000141867_ENSG00000274750	ENSG00000141867	ENSG00000274750	1	2	2	2009-09-18
ENSG00000141867_ENSG00000275379	ENSG00000141867	ENSG00000275379	1	2	2	2009-09-18
ENSG00000141867_ENSG00000277775	ENSG00000141867	ENSG00000277775	1	2	2	2009-09-18
ENSG00000141867_ENSG00000274267	ENSG00000141867	ENSG00000274267	1	2	2	2009-09-18
ENSG00000066135_ENSG00000197409	ENSG00000066135	ENSG00000197409	3	5	5	2006-04-01
ENSG00000066135_ENSG00000197153	ENSG00000066135	ENSG00000197153	3	5	5	2006-04-01
ENSG00000066135_ENSG00000278828	ENSG00000066135	ENSG00000278828	3	5	5	2006-04-01
ENSG00000066135_ENSG00000278272	ENSG00000066135	ENSG00000278272	3	5	5	2006-04-01
ENSG00000066135_ENSG00000275714	ENSG00000066135	ENSG00000275714	3	5	5	2006-04-01
ENSG00000066135_ENSG00000273983	ENSG00000066135	ENSG00000273983	3	5	5	2006-04-01
ENSG00000066135_ENSG00000274750	ENSG00000066135	ENSG00000274750	3	5	5	2006-04-01
ENSG00000066135_ENSG00000275379	ENSG00000066135	ENSG00000275379	3	5	5	2006-04-01
ENSG00000066135_ENSG00000277775	ENSG00000066135	ENSG00000277775	3	5	5	2006-04-01
ENSG00000066135_ENSG00000274267	ENSG00000066135	ENSG00000274267	3	5	5	2006-04-01
ENSG00000100307_ENSG00000197409	ENSG00000100307	ENSG00000197409	2	2	2	2008-10-28
ENSG00000100307_ENSG00000197153	ENSG00000100307	ENSG00000197153	2	2	2	2008-10-28
ENSG00000100307_ENSG00000278828	ENSG00000100307	ENSG00000278828	2	2	2	2008-10-28
ENSG00000100307_ENSG00000278272	ENSG00000100307	ENSG00000278272	2	2	2	2008-10-28
ENSG00000100307_ENSG00000275714	ENSG00000100307	ENSG00000275714	2	2	2	2008-10-28
ENSG00000100307_ENSG00000273983	ENSG00000100307	ENSG00000273983	2	2	2	2008-10-28
ENSG00000100307_ENSG00000274750	ENSG00000100307	ENSG00000274750	2	2	2	2008-10-28
ENSG00000100307_ENSG00000275379	ENSG00000100307	ENSG00000275379	2	2	2	2008-10-28
ENSG00000100307_ENSG00000277775	ENSG00000100307	ENSG00000277775	2	2	2	2008-10-28
ENSG00000100307_ENSG00000274267	ENSG00000100307	ENSG00000274267	2	2	2	2008-10-28
ENSG00000147133_ENSG00000197409	ENSG00000147133	ENSG00000197409	2	2	2	2010-05-04
ENSG00000147133_ENSG00000197153	ENSG00000147133	ENSG00000197153	2	2	2	2010-05-04
ENSG00000147133_ENSG00000278828	ENSG00000147133	ENSG00000278828	2	2	2	2010-05-04
ENSG00000147133_ENSG00000278272	ENSG00000147133	ENSG00000278272	2	2	2	2010-05-04
ENSG00000147133_ENSG00000275714	ENSG00000147133	ENSG00000275714	2	2	2	2010-05-04
ENSG00000147133_ENSG00000273983	ENSG00000147133	ENSG00000273983	2	2	2	2010-05-04
ENSG00000147133_ENSG00000274750	ENSG00000147133	ENSG00000274750	2	2	2	2010-05-04
ENSG00000147133_ENSG00000275379	ENSG00000147133	ENSG00000275379	2	2	2	2010-05-04
ENSG00000147133_ENSG00000277775	ENSG00000147133	ENSG00000277775	2	2	2	2010-05-04
ENSG00000147133_ENSG00000274267	ENSG00000147133	ENSG00000274267	2	2	2	2010-05-04
ENSG00000197386_ENSG00000197409	ENSG00000197386	ENSG00000197409	1	2	2	2013-02-01
ENSG00000197153_ENSG00000197386	ENSG00000197153	ENSG00000197386	1	2	2	2013-02-01
ENSG00000197386_ENSG00000278828	ENSG00000197386	ENSG00000278828	1	2	2	2013-02-01
ENSG00000197386_ENSG00000278272	ENSG00000197386	ENSG00000278272	1	2	2	2013-02-01
ENSG00000197386_ENSG00000275714	ENSG00000197386	ENSG00000275714	1	2	2	2013-02-01
ENSG00000197386_ENSG00000273983	ENSG00000197386	ENSG00000273983	1	2	2	2013-02-01
ENSG00000197386_ENSG00000274750	ENSG00000197386	ENSG00000274750	1	2	2	2013-02-01
ENSG00000197386_ENSG00000275379	ENSG00000197386	ENSG00000275379	1	2	2	2013-02-01
ENSG00000197386_ENSG00000277775	ENSG00000197386	ENSG00000277775	1	2	2	2013-02-01
ENSG00000197386_ENSG00000274267	ENSG00000197386	ENSG00000274267	1	2	2	2013-02-01
ENSG00000094916_ENSG00000197409	ENSG00000094916	ENSG00000197409	8	5	9	2010-11-03
ENSG00000094916_ENSG00000197153	ENSG00000094916	ENSG00000197153	8	5	9	2010-11-03
ENSG00000094916_ENSG00000278828	ENSG00000094916	ENSG00000278828	8	5	9	2010-11-03
ENSG00000094916_ENSG00000278272	ENSG00000094916	ENSG00000278272	8	5	9	2010-11-03
ENSG00000094916_ENSG00000275714	ENSG00000094916	ENSG00000275714	8	5	9	2010-11-03
ENSG00000094916_ENSG00000273983	ENSG00000094916	ENSG00000273983	8	5	9	2010-11-03
ENSG00000094916_ENSG00000274750	ENSG00000094916	ENSG00000274750	8	5	9	2010-11-03
ENSG00000094916_ENSG00000275379	ENSG00000094916	ENSG00000275379	8	5	9	2010-11-03
