	ensembl_gene_id_a	ensembl_gene_id_b	n_publications	n_methods	n_evidences	date
ENSG00000109332_ENSG00000186187	ENSG00000109332	ENSG00000186187	2	1	2	2009-10-01
ENSG00000177889_ENSG00000186187	ENSG00000177889	ENSG00000186187	4	3	5	2009-10-01
ENSG00000131508_ENSG00000186187	ENSG00000131508	ENSG00000186187	2	3	4	2009-10-01
ENSG00000186187_ENSG00000244687	ENSG00000186187	ENSG00000244687	1	2	2	2009-10-01
ENSG00000072401_ENSG00000163840	ENSG00000072401	ENSG00000163840	3	3	3	2009-10-01
ENSG00000109332_ENSG00000163840	ENSG00000109332	ENSG00000163840	2	2	2	2009-10-01
ENSG00000131508_ENSG00000163840	ENSG00000131508	ENSG00000163840	3	3	3	2009-10-01
ENSG00000072401_ENSG00000090432	ENSG00000072401	ENSG00000090432	3	2	3	2011-12-01
ENSG00000090432_ENSG00000109332	ENSG00000090432	ENSG00000109332	2	2	2	2011-12-01
ENSG00000090432_ENSG00000131508	ENSG00000090432	ENSG00000131508	3	2	3	2009-01-01
ENSG00000090432_ENSG00000170035	ENSG00000090432	ENSG00000170035	2	2	2	2014-12-01
ENSG00000072401_ENSG00000163481	ENSG00000072401	ENSG00000163481	3	2	3	2009-01-01
ENSG00000163481_ENSG00000170142	ENSG00000163481	ENSG00000170142	2	1	2	2009-10-01
ENSG00000109332_ENSG00000163481	ENSG00000109332	ENSG00000163481	3	2	3	2009-01-01
ENSG00000131508_ENSG00000163481	ENSG00000131508	ENSG00000163481	6	5	8	2009-01-01
ENSG00000163481_ENSG00000173039	ENSG00000163481	ENSG00000173039	1	2	2	2003-07-18
ENSG00000163481_ENSG00000170035	ENSG00000163481	ENSG00000170035	4	3	5	2009-10-01
ENSG00000072401_ENSG00000072609	ENSG00000072401	ENSG00000072609	4	2	4	2009-10-01
ENSG00000072609_ENSG00000109332	ENSG00000072609	ENSG00000109332	3	2	3	2009-10-01
ENSG00000072609_ENSG00000177889	ENSG00000072609	ENSG00000177889	2	2	2	2013-02-01
ENSG00000072609_ENSG00000131508	ENSG00000072609	ENSG00000131508	4	2	4	2009-10-01
ENSG00000072609_ENSG00000072609	ENSG00000072609	ENSG00000072609	4	2	4	2002-07-01
ENSG00000072401_ENSG00000101695	ENSG00000072401	ENSG00000101695	2	2	2	2011-08-15
ENSG00000101695_ENSG00000109332	ENSG00000101695	ENSG00000109332	2	2	2	2009-10-01
ENSG00000072401_ENSG00000109654	ENSG00000072401	ENSG00000109654	2	2	2	2011-03-01
ENSG00000072401_ENSG00000108523	ENSG00000072401	ENSG00000108523	2	2	2	2009-01-01
ENSG00000108523_ENSG00000170142	ENSG00000108523	ENSG00000170142	3	3	3	2009-01-01
ENSG00000108523_ENSG00000170035	ENSG00000108523	ENSG00000170035	2	2	2	2013-02-15
ENSG00000108523_ENSG00000110628	ENSG00000108523	ENSG00000110628	1	3	3	2006-03-02
ENSG00000072401_ENSG00000204599	ENSG00000072401	ENSG00000204599	3	2	3	2012-04-30
ENSG00000170142_ENSG00000204599	ENSG00000170142	ENSG00000204599	2	2	2	2012-07-01
ENSG00000131508_ENSG00000204599	ENSG00000131508	ENSG00000204599	2	2	2	2012-07-01
ENSG00000105298_ENSG00000204599	ENSG00000105298	ENSG00000204599	1	2	2	2016-03-01
ENSG00000204599_ENSG00000204599	ENSG00000204599	ENSG00000204599	2	3	3	2012-07-01
ENSG00000072401_ENSG00000118518	ENSG00000072401	ENSG00000118518	1	2	2	2015-01-08
ENSG00000109332_ENSG00000118518	ENSG00000109332	ENSG00000118518	2	3	3	2015-01-08
ENSG00000072401_ENSG00000131263	ENSG00000072401	ENSG00000131263	4	2	4	2009-10-01
ENSG00000131263_ENSG00000147601	ENSG00000131263	ENSG00000147601	1	3	3	2009-03-27
ENSG00000131263_ENSG00000182247	ENSG00000131263	ENSG00000182247	2	2	2	2009-10-01
ENSG00000072401_ENSG00000168894	ENSG00000072401	ENSG00000168894	3	2	3	2009-01-01
ENSG00000168894_ENSG00000170142	ENSG00000168894	ENSG00000170142	2	2	2	2015-12-28
ENSG00000109332_ENSG00000168894	ENSG00000109332	ENSG00000168894	2	2	2	2015-12-28
ENSG00000131508_ENSG00000168894	ENSG00000131508	ENSG00000168894	2	2	2	2015-12-28
ENSG00000168894_ENSG00000198286	ENSG00000168894	ENSG00000198286	1	2	2	2015-12-28
ENSG00000072401_ENSG00000114125	ENSG00000072401	ENSG00000114125	8	2	8	2009-10-01
ENSG00000114125_ENSG00000131508	ENSG00000114125	ENSG00000131508	2	2	2	2014-02-01
ENSG00000114125_ENSG00000204435	ENSG00000114125	ENSG00000204435	3	3	4	2001-10-31
ENSG00000108094_ENSG00000114125	ENSG00000108094	ENSG00000114125	2	2	2	2009-02-27
ENSG00000114125_ENSG00000139842	ENSG00000114125	ENSG00000139842	2	2	2	2009-02-27
ENSG00000114125_ENSG00000184182	ENSG00000114125	ENSG00000184182	3	2	3	2012-12-01
ENSG00000072401_ENSG00000162931	ENSG00000072401	ENSG00000162931	3	3	3	2011-03-01
ENSG00000109332_ENSG00000162931	ENSG00000109332	ENSG00000162931	2	2	2	2011-03-01
ENSG00000131508_ENSG00000162931	ENSG00000131508	ENSG00000162931	3	3	3	2011-03-01
ENSG00000162931_ENSG00000166326	ENSG00000162931	ENSG00000166326	1	2	2	2009-05-29
ENSG00000162931_ENSG00000204599	ENSG00000162931	ENSG00000204599	1	2	2	2012-07-01
ENSG00000172156_ENSG00000172156	ENSG00000172156	ENSG00000172156	1	2	2	1998-08-28
ENSG00000172156_ENSG00000183625	ENSG00000172156	ENSG00000183625	5	3	5	2013-04-15
ENSG00000121966_ENSG00000160791	ENSG00000121966	ENSG00000160791	3	4	4	2008-07-22
ENSG00000171365_ENSG00000171365	ENSG00000171365	ENSG00000171365	1	2	2	2007-01-01
ENSG00000186510_ENSG00000186510	ENSG00000186510	ENSG00000186510	1	2	2	2007-06-01
ENSG00000130382_ENSG00000172493	ENSG00000130382	ENSG00000172493	7	5	9	2005-08-18
ENSG00000078403_ENSG00000130382	ENSG00000078403	ENSG00000130382	3	3	3	2010-03-15
ENSG00000130382_ENSG00000196363	ENSG00000130382	ENSG00000196363	2	2	2	2008-11-21
ENSG00000134480_ENSG00000272047	ENSG00000134480	ENSG00000272047	2	2	2	2015-10-22
ENSG00000134480_ENSG00000156345	ENSG00000134480	ENSG00000156345	1	2	2	2008-08-08
ENSG00000156345_ENSG00000204435	ENSG00000156345	ENSG00000204435	1	2	2	2008-08-08
ENSG00000134480_ENSG00000213780	ENSG00000134480	ENSG00000213780	2	2	2	2015-09-03
ENSG00000117650_ENSG00000198178	ENSG00000117650	ENSG00000198178	1	2	2	2002-12-20
ENSG00000117650_ENSG00000126001	ENSG00000117650	ENSG00000126001	2	3	3	1998-06-29
ENSG00000170142_ENSG00000204308	ENSG00000170142	ENSG00000204308	2	2	2	2009-10-01
ENSG00000109332_ENSG00000204308	ENSG00000109332	ENSG00000204308	2	2	2	2009-10-01
ENSG00000131508_ENSG00000204308	ENSG00000131508	ENSG00000204308	3	3	3	2009-10-01
ENSG00000170035_ENSG00000204308	ENSG00000170035	ENSG00000204308	3	2	3	2004-11-22
ENSG00000086200_ENSG00000170142	ENSG00000086200	ENSG00000170142	2	2	3	2000-10-16
ENSG00000086200_ENSG00000132341	ENSG00000086200	ENSG00000132341	2	2	3	2000-10-16
ENSG00000086200_ENSG00000170035	ENSG00000086200	ENSG00000170035	1	2	2	2004-11-22
ENSG00000108830_ENSG00000158062	ENSG00000108830	ENSG00000158062	1	2	2	2002-05-01
ENSG00000115963_ENSG00000158062	ENSG00000115963	ENSG00000158062	1	2	2	2002-05-01
ENSG00000181690_ENSG00000182481	ENSG00000181690	ENSG00000182481	1	2	2	2002-05-31
ENSG00000182481_ENSG00000182521	ENSG00000182481	ENSG00000182521	1	2	2	2004-09-03
ENSG00000141522_ENSG00000168421	ENSG00000141522	ENSG00000168421	2	2	2	2002-02-01
ENSG00000110713_ENSG00000153207	ENSG00000110713	ENSG00000153207	1	2	2	2013-12-05
ENSG00000111581_ENSG00000153207	ENSG00000111581	ENSG00000153207	2	3	3	2013-12-05
ENSG00000030066_ENSG00000153207	ENSG00000030066	ENSG00000153207	3	4	4	2013-12-05
ENSG00000120253_ENSG00000153207	ENSG00000120253	ENSG00000153207	1	2	2	2013-12-05
ENSG00000075188_ENSG00000153207	ENSG00000075188	ENSG00000153207	1	2	2	2013-12-05
ENSG00000153207_ENSG00000163002	ENSG00000153207	ENSG00000163002	2	2	2	2014-06-17
ENSG00000069248_ENSG00000153207	ENSG00000069248	ENSG00000153207	2	3	3	2013-12-05
ENSG00000151725_ENSG00000166851	ENSG00000151725	ENSG00000166851	2	4	4	2009-08-01
ENSG00000151725_ENSG00000178053	ENSG00000151725	ENSG00000178053	1	2	2	2004-04-29
ENSG00000136560_ENSG00000166851	ENSG00000136560	ENSG00000166851	2	4	4	2010-07-15
ENSG00000127191_ENSG00000136560	ENSG00000127191	ENSG00000136560	9	5	10	1996-08-06
ENSG00000056558_ENSG00000136560	ENSG00000056558	ENSG00000136560	3	2	3	2011-10-11
ENSG00000131323_ENSG00000136560	ENSG00000131323	ENSG00000136560	7	6	8	2002-03-01
ENSG00000136560_ENSG00000263528	ENSG00000136560	ENSG00000263528	6	4	8	2000-03-01
ENSG00000161800_ENSG00000166851	ENSG00000161800	ENSG00000166851	2	3	4	2009-05-05
ENSG00000137807_ENSG00000161800	ENSG00000137807	ENSG00000161800	4	4	5	2012-05-30
ENSG00000154001_ENSG00000161800	ENSG00000154001	ENSG00000161800	1	3	3	2008-04-09
ENSG00000112053_ENSG00000161800	ENSG00000112053	ENSG00000161800	1	2	2	2001-06-08
ENSG00000100106_ENSG00000166851	ENSG00000100106	ENSG00000166851	1	3	3	2012-11-01
ENSG00000100106_ENSG00000126107	ENSG00000100106	ENSG00000126107	1	2	2	2008-03-21
ENSG00000101004_ENSG00000166851	ENSG00000101004	ENSG00000166851	2	4	4	2003-07-01
ENSG00000076321_ENSG00000196730	ENSG00000076321	ENSG00000196730	2	5	5	2010-05-19
ENSG00000076321_ENSG00000262246	ENSG00000076321	ENSG00000262246	2	3	3	2014-05-22
ENSG00000076321_ENSG00000198890	ENSG00000076321	ENSG00000198890	1	2	2	2013-04-01
ENSG00000076321_ENSG00000116016	ENSG00000076321	ENSG00000116016	1	2	2	2011-09-23
ENSG00000076321_ENSG00000114346	ENSG00000076321	ENSG00000114346	2	2	2	2007-04-27
ENSG00000132254_ENSG00000134287	ENSG00000132254	ENSG00000134287	2	2	3	1997-02-28
ENSG00000134287_ENSG00000164144	ENSG00000134287	ENSG00000164144	2	2	3	1997-02-28
ENSG00000004059_ENSG00000132254	ENSG00000004059	ENSG00000132254	2	2	3	2001-08-03
ENSG00000137955_ENSG00000184007	ENSG00000137955	ENSG00000184007	2	2	3	2001-08-31
ENSG00000120526_ENSG00000129083	ENSG00000120526	ENSG00000129083	1	2	2	2014-07-17
ENSG00000120526_ENSG00000140829	ENSG00000120526	ENSG00000140829	1	2	2	2014-07-17
ENSG00000124422_ENSG00000159200	ENSG00000124422	ENSG00000159200	1	2	2	2015-07-01
ENSG00000021574_ENSG00000182149	ENSG00000021574	ENSG00000182149	1	2	2	2010-10-01
ENSG00000021574_ENSG00000255112	ENSG00000021574	ENSG00000255112	1	2	2	2010-10-01
ENSG00000100934_ENSG00000176986	ENSG00000100934	ENSG00000176986	2	4	4	1999-03-19
ENSG00000100934_ENSG00000102225	ENSG00000100934	ENSG00000102225	1	3	3	2005-09-01
ENSG00000140521_ENSG00000256525	ENSG00000140521	ENSG00000256525	4	7	8	2006-01-06
ENSG00000177302_ENSG00000197299	ENSG00000177302	ENSG00000197299	9	6	11	2000-03-31
ENSG00000113643_ENSG00000164022	ENSG00000113643	ENSG00000164022	2	2	2	2007-08-01
ENSG00000066427_ENSG00000125149	ENSG00000066427	ENSG00000125149	1	2	2	2006-05-19
ENSG00000124788_ENSG00000183283	ENSG00000124788	ENSG00000183283	1	2	2	2006-05-19
ENSG00000183283_ENSG00000196781	ENSG00000183283	ENSG00000196781	2	2	2	2011-09-06
ENSG00000117153_ENSG00000124788	ENSG00000117153	ENSG00000124788	1	2	2	2006-05-19
ENSG00000124788_ENSG00000142698	ENSG00000124788	ENSG00000142698	1	2	2	2006-05-19
ENSG00000124788_ENSG00000163959	ENSG00000124788	ENSG00000163959	1	2	2	2006-05-19
ENSG00000124788_ENSG00000177045	ENSG00000124788	ENSG00000177045	1	2	2	2006-05-19
ENSG00000124788_ENSG00000131374	ENSG00000124788	ENSG00000131374	1	2	2	2006-05-19
ENSG00000124788_ENSG00000158246	ENSG00000124788	ENSG00000158246	2	2	2	2013-02-01
ENSG00000124788_ENSG00000135482	ENSG00000124788	ENSG00000135482	2	2	2	2013-02-01
ENSG00000124788_ENSG00000131721	ENSG00000124788	ENSG00000131721	1	2	2	2006-05-19
ENSG00000111676_ENSG00000131721	ENSG00000111676	ENSG00000131721	1	2	2	2006-05-19
ENSG00000124788_ENSG00000163374	ENSG00000124788	ENSG00000163374	1	2	2	2006-05-19
ENSG00000112062_ENSG00000163374	ENSG00000112062	ENSG00000163374	2	2	2	2011-10-11
ENSG00000052126_ENSG00000124788	ENSG00000052126	ENSG00000124788	1	2	2	2006-05-19
ENSG00000052126_ENSG00000111676	ENSG00000052126	ENSG00000111676	1	2	2	2006-05-19
ENSG00000173805_ENSG00000196693	ENSG00000173805	ENSG00000196693	2	2	2	2005-09-23
ENSG00000173805_ENSG00000182307	ENSG00000173805	ENSG00000182307	2	2	2	2011-09-06
ENSG00000008735_ENSG00000182307	ENSG00000008735	ENSG00000182307	1	2	2	2015-03-26
ENSG00000087077_ENSG00000111676	ENSG00000087077	ENSG00000111676	1	2	2	2006-05-19
ENSG00000087077_ENSG00000162409	ENSG00000087077	ENSG00000162409	2	3	4	2006-10-01
ENSG00000087077_ENSG00000180900	ENSG00000087077	ENSG00000180900	1	2	2	2005-09-12
ENSG00000087077_ENSG00000111859	ENSG00000087077	ENSG00000111859	2	1	2	2006-10-01
ENSG00000111676_ENSG00000142599	ENSG00000111676	ENSG00000142599	2	2	2	2006-05-19
ENSG00000103449_ENSG00000147601	ENSG00000103449	ENSG00000147601	1	2	2	2001-12-15
ENSG00000103275_ENSG00000103449	ENSG00000103275	ENSG00000103449	1	3	3	2002-08-30
ENSG00000147601_ENSG00000151876	ENSG00000147601	ENSG00000151876	6	7	11	2010-02-16
ENSG00000113558_ENSG00000151876	ENSG00000113558	ENSG00000151876	7	6	9	1999-10-21
ENSG00000151876_ENSG00000151876	ENSG00000151876	ENSG00000151876	2	2	2	2011-04-28
ENSG00000151067_ENSG00000167535	ENSG00000151067	ENSG00000167535	2	2	2	2008-06-10
ENSG00000111725_ENSG00000181929	ENSG00000111725	ENSG00000181929	7	5	8	1996-02-09
ENSG00000111725_ENSG00000177885	ENSG00000111725	ENSG00000177885	1	2	2	2008-09-01
ENSG00000111725_ENSG00000132356	ENSG00000111725	ENSG00000132356	8	5	9	1996-02-09
ENSG00000106617_ENSG00000111725	ENSG00000106617	ENSG00000111725	3	3	3	2010-07-01
ENSG00000154767_ENSG00000179262	ENSG00000154767	ENSG00000179262	3	2	3	1997-12-01
ENSG00000119318_ENSG00000154767	ENSG00000119318	ENSG00000154767	10	4	10	1997-12-01
ENSG00000119318_ENSG00000151092	ENSG00000119318	ENSG00000151092	2	2	2	2012-04-24
ENSG00000129535_ENSG00000179943	ENSG00000129535	ENSG00000179943	1	2	2	2003-02-15
ENSG00000089639_ENSG00000164949	ENSG00000089639	ENSG00000164949	1	2	2	2002-10-01
ENSG00000161798_ENSG00000161798	ENSG00000161798	ENSG00000161798	1	2	2	2008-09-09
ENSG00000162298_ENSG00000165280	ENSG00000162298	ENSG00000165280	7	5	9	2013-12-01
ENSG00000165280_ENSG00000198168	ENSG00000165280	ENSG00000198168	3	3	4	2013-12-01
ENSG00000144468_ENSG00000165280	ENSG00000144468	ENSG00000165280	1	2	2	2016-09-15
ENSG00000144224_ENSG00000165280	ENSG00000144224	ENSG00000165280	5	3	5	2014-07-31
ENSG00000113194_ENSG00000165280	ENSG00000113194	ENSG00000165280	9	4	9	2014-07-31
ENSG00000113194_ENSG00000177666	ENSG00000113194	ENSG00000177666	1	2	2	2013-01-22
ENSG00000113194_ENSG00000113194	ENSG00000113194	ENSG00000113194	1	2	2	2013-08-01
ENSG00000165280_ENSG00000167671	ENSG00000165280	ENSG00000167671	14	4	15	2009-03-06
ENSG00000163516_ENSG00000165280	ENSG00000163516	ENSG00000165280	2	2	3	2011-11-04
ENSG00000088833_ENSG00000165280	ENSG00000088833	ENSG00000165280	18	6	21	2006-02-01
ENSG00000171885_ENSG00000171885	ENSG00000171885	ENSG00000171885	1	2	2	2009-05-05
ENSG00000130202_ENSG00000130396	ENSG00000130202	ENSG00000130396	4	4	4	2005-04-11
ENSG00000130202_ENSG00000150637	ENSG00000130202	ENSG00000150637	2	2	2	2012-01-15
ENSG00000130202_ENSG00000181847	ENSG00000130202	ENSG00000181847	1	2	2	2012-01-15
ENSG00000130202_ENSG00000130202	ENSG00000130202	ENSG00000130202	3	3	4	2012-01-15
ENSG00000130396_ENSG00000177707	ENSG00000130396	ENSG00000177707	3	4	5	2005-04-11
ENSG00000110400_ENSG00000177707	ENSG00000110400	ENSG00000177707	3	4	4	2012-01-15
ENSG00000177707_ENSG00000181847	ENSG00000177707	ENSG00000181847	1	2	2	2012-01-15
ENSG00000130202_ENSG00000177707	ENSG00000130202	ENSG00000177707	2	3	3	2012-01-15
ENSG00000117155_ENSG00000130396	ENSG00000117155	ENSG00000130396	1	2	2	2003-02-07
ENSG00000117155_ENSG00000241476	ENSG00000117155	ENSG00000241476	1	2	2	2002-07-01
ENSG00000117155_ENSG00000268447	ENSG00000117155	ENSG00000268447	1	2	2	2002-07-01
ENSG00000165806_ENSG00000165806	ENSG00000165806	ENSG00000165806	2	2	2	2008-09-02
ENSG00000160710_ENSG00000160710	ENSG00000160710	ENSG00000160710	2	2	2	2013-04-25
ENSG00000117139_ENSG00000176165	ENSG00000117139	ENSG00000176165	2	2	3	2003-06-06
ENSG00000117139_ENSG00000198807	ENSG00000117139	ENSG00000198807	3	2	4	2003-06-06
ENSG00000076554_ENSG00000147676	ENSG00000076554	ENSG00000147676	2	2	3	2001-08-01
ENSG00000075188_ENSG00000157020	ENSG00000075188	ENSG00000157020	3	2	3	2016-08-01
ENSG00000085415_ENSG00000157020	ENSG00000085415	ENSG00000157020	3	4	4	2016-08-01
ENSG00000085415_ENSG00000153207	ENSG00000085415	ENSG00000153207	1	2	2	2013-12-05
ENSG00000127554_ENSG00000127554	ENSG00000127554	ENSG00000127554	3	3	4	2003-12-05
ENSG00000139372_ENSG00000184900	ENSG00000139372	ENSG00000184900	1	2	2	2002-03-15
ENSG00000139372_ENSG00000188612	ENSG00000139372	ENSG00000188612	2	2	2	2009-04-24
ENSG00000116030_ENSG00000139372	ENSG00000116030	ENSG00000139372	6	3	8	2002-03-15
ENSG00000139372_ENSG00000154767	ENSG00000139372	ENSG00000154767	1	2	2	2003-01-02
ENSG00000163904_ENSG00000184900	ENSG00000163904	ENSG00000184900	3	2	4	2006-12-01
ENSG00000163904_ENSG00000188612	ENSG00000163904	ENSG00000188612	2	3	3	2006-12-01
ENSG00000116030_ENSG00000163904	ENSG00000116030	ENSG00000163904	4	3	4	2004-08-01
ENSG00000103495_ENSG00000171634	ENSG00000103495	ENSG00000171634	2	2	2	2004-09-28
ENSG00000171634_ENSG00000274618	ENSG00000171634	ENSG00000274618	1	5	5	2011-05-27
ENSG00000171634_ENSG00000197238	ENSG00000171634	ENSG00000197238	1	5	5	2011-05-27
ENSG00000171634_ENSG00000197837	ENSG00000171634	ENSG00000197837	1	5	5	2011-05-27
ENSG00000158406_ENSG00000171634	ENSG00000158406	ENSG00000171634	1	5	5	2011-05-27
ENSG00000171634_ENSG00000278705	ENSG00000171634	ENSG00000278705	1	5	5	2011-05-27
ENSG00000171634_ENSG00000197061	ENSG00000171634	ENSG00000197061	1	5	5	2011-05-27
ENSG00000171634_ENSG00000270882	ENSG00000171634	ENSG00000270882	1	5	5	2011-05-27
ENSG00000171634_ENSG00000270276	ENSG00000171634	ENSG00000270276	1	5	5	2011-05-27
ENSG00000171634_ENSG00000273542	ENSG00000171634	ENSG00000273542	1	5	5	2011-05-27
ENSG00000171634_ENSG00000277157	ENSG00000171634	ENSG00000277157	1	5	5	2011-05-27
ENSG00000171634_ENSG00000276966	ENSG00000171634	ENSG00000276966	1	5	5	2011-05-27
ENSG00000171634_ENSG00000276180	ENSG00000171634	ENSG00000276180	1	5	5	2011-05-27
ENSG00000171634_ENSG00000278637	ENSG00000171634	ENSG00000278637	1	5	5	2011-05-27
ENSG00000171634_ENSG00000275126	ENSG00000171634	ENSG00000275126	1	5	5	2011-05-27
ENSG00000132475_ENSG00000171634	ENSG00000132475	ENSG00000171634	2	2	3	2006-07-06
ENSG00000163041_ENSG00000171634	ENSG00000163041	ENSG00000171634	2	2	3	2006-07-06
ENSG00000068024_ENSG00000164331	ENSG00000068024	ENSG00000164331	2	3	3	2005-08-12
ENSG00000081479_ENSG00000164331	ENSG00000081479	ENSG00000164331	2	2	2	2012-05-29
ENSG00000164331_ENSG00000169515	ENSG00000164331	ENSG00000169515	1	2	2	2015-04-07
ENSG00000109787_ENSG00000175029	ENSG00000109787	ENSG00000175029	2	3	3	1998-09-01
ENSG00000117707_ENSG00000175029	ENSG00000117707	ENSG00000175029	1	2	2	2011-10-11
ENSG00000143842_ENSG00000175029	ENSG00000143842	ENSG00000175029	1	2	2	2011-10-11
ENSG00000115041_ENSG00000175029	ENSG00000115041	ENSG00000175029	1	2	2	2006-08-01
ENSG00000103275_ENSG00000115041	ENSG00000103275	ENSG00000115041	1	2	2	2011-05-01
ENSG00000115041_ENSG00000188603	ENSG00000115041	ENSG00000188603	1	2	2	2007-02-01
ENSG00000171222_ENSG00000186812	ENSG00000171222	ENSG00000186812	2	2	2	2015-07-16
ENSG00000154721_ENSG00000154721	ENSG00000154721	ENSG00000154721	1	2	2	2012-01-15
ENSG00000154721_ENSG00000166086	ENSG00000154721	ENSG00000166086	1	2	2	2012-01-15
ENSG00000166086_ENSG00000166086	ENSG00000166086	ENSG00000166086	1	2	2	2012-01-15
ENSG00000107560_ENSG00000132698	ENSG00000107560	ENSG00000132698	2	1	2	2001-10-19
ENSG00000103769_ENSG00000107560	ENSG00000103769	ENSG00000107560	8	7	11	2001-10-19
ENSG00000107560_ENSG00000185236	ENSG00000107560	ENSG00000185236	2	2	2	2015-07-16
ENSG00000107560_ENSG00000107560	ENSG00000107560	ENSG00000107560	5	7	9	2002-12-20
ENSG00000132698_ENSG00000135631	ENSG00000132698	ENSG00000135631	3	1	3	2001-10-19
ENSG00000119396_ENSG00000135631	ENSG00000119396	ENSG00000135631	1	2	2	2009-10-12
ENSG00000103769_ENSG00000135631	ENSG00000103769	ENSG00000135631	6	3	6	2001-10-19
ENSG00000135631_ENSG00000185236	ENSG00000135631	ENSG00000185236	2	2	2	2015-07-16
ENSG00000134265_ENSG00000135631	ENSG00000134265	ENSG00000135631	1	2	2	2001-04-20
ENSG00000145879_ENSG00000205358	ENSG00000145879	ENSG00000205358	2	1	2	2003-09-01
ENSG00000145879_ENSG00000196642	ENSG00000145879	ENSG00000196642	2	1	2	2003-09-01
ENSG00000162923_ENSG00000186469	ENSG00000162923	ENSG00000186469	1	2	2	2011-12-23
ENSG00000078369_ENSG00000162923	ENSG00000078369	ENSG00000162923	2	3	3	2011-12-23
ENSG00000130303_ENSG00000239961	ENSG00000130303	ENSG00000239961	1	2	2	2009-07-06
ENSG00000106327_ENSG00000110651	ENSG00000106327	ENSG00000110651	1	2	2	2015-03-20
ENSG00000113758_ENSG00000171862	ENSG00000113758	ENSG00000171862	2	3	3	2013-01-01
ENSG00000113758_ENSG00000177885	ENSG00000113758	ENSG00000177885	2	4	4	2015-03-26
ENSG00000131507_ENSG00000171862	ENSG00000131507	ENSG00000171862	3	2	3	2014-07-01
ENSG00000034713_ENSG00000117906	ENSG00000034713	ENSG00000117906	2	2	2	2011-09-06
ENSG00000034713_ENSG00000078804	ENSG00000034713	ENSG00000078804	1	2	2	2010-01-01
ENSG00000034713_ENSG00000120696	ENSG00000034713	ENSG00000120696	3	2	3	2011-09-06
ENSG00000034713_ENSG00000081307	ENSG00000034713	ENSG00000081307	2	3	3	2011-09-06
ENSG00000081307_ENSG00000081307	ENSG00000081307	ENSG00000081307	2	2	2	2010-07-01
ENSG00000115216_ENSG00000169750	ENSG00000115216	ENSG00000169750	1	3	3	2002-05-01
ENSG00000115216_ENSG00000121022	ENSG00000115216	ENSG00000121022	1	2	2	2006-10-30
ENSG00000127412_ENSG00000197747	ENSG00000127412	ENSG00000197747	1	2	2	2003-04-01
ENSG00000070831_ENSG00000128283	ENSG00000070831	ENSG00000128283	2	2	2	2011-10-11
ENSG00000070831_ENSG00000130758	ENSG00000070831	ENSG00000130758	1	2	2	1998-01-02
ENSG00000130758_ENSG00000166200	ENSG00000130758	ENSG00000166200	1	3	3	2003-12-31
ENSG00000130758_ENSG00000136238	ENSG00000130758	ENSG00000136238	1	2	2	1998-01-02
ENSG00000070831_ENSG00000175220	ENSG00000070831	ENSG00000175220	9	3	10	1997-10-16
ENSG00000067560_ENSG00000175220	ENSG00000067560	ENSG00000175220	6	5	8	2002-03-01
ENSG00000136238_ENSG00000175220	ENSG00000136238	ENSG00000175220	2	2	3	2004-02-01
ENSG00000070831_ENSG00000173327	ENSG00000070831	ENSG00000173327	3	3	3	2000-05-12
ENSG00000070831_ENSG00000143776	ENSG00000070831	ENSG00000143776	3	3	4	1998-01-01
ENSG00000143776_ENSG00000143776	ENSG00000143776	ENSG00000143776	2	4	4	2001-04-01
ENSG00000070831_ENSG00000167617	ENSG00000070831	ENSG00000167617	2	2	3	1999-10-01
ENSG00000070831_ENSG00000158985	ENSG00000070831	ENSG00000158985	2	2	2	2015-10-22
ENSG00000070831_ENSG00000197622	ENSG00000070831	ENSG00000197622	2	2	2	2010-10-01
ENSG00000070831_ENSG00000101349	ENSG00000070831	ENSG00000101349	3	3	3	2010-10-01
ENSG00000167461_ENSG00000168067	ENSG00000167461	ENSG00000168067	1	2	2	1996-05-14
ENSG00000136811_ENSG00000167461	ENSG00000136811	ENSG00000167461	1	2	2	2007-07-30
ENSG00000127328_ENSG00000167461	ENSG00000127328	ENSG00000167461	3	4	4	2016-01-29
ENSG00000127328_ENSG00000241476	ENSG00000127328	ENSG00000241476	1	2	2	2002-07-01
ENSG00000127328_ENSG00000268447	ENSG00000127328	ENSG00000268447	1	2	2	2002-07-01
ENSG00000167306_ENSG00000167461	ENSG00000167306	ENSG00000167461	2	2	2	2015-11-09
ENSG00000103769_ENSG00000167306	ENSG00000103769	ENSG00000167306	2	2	2	2015-11-09
ENSG00000107560_ENSG00000167306	ENSG00000107560	ENSG00000167306	2	2	3	2002-12-27
ENSG00000100883_ENSG00000100883	ENSG00000100883	ENSG00000100883	1	2	2	1999-09-24
ENSG00000067955_ENSG00000104388	ENSG00000067955	ENSG00000104388	1	2	2	2010-02-24
ENSG00000067955_ENSG00000159216	ENSG00000067955	ENSG00000159216	11	3	11	2000-06-15
ENSG00000111540_ENSG00000132669	ENSG00000111540	ENSG00000132669	1	2	2	2002-02-01
ENSG00000109332_ENSG00000110344	ENSG00000109332	ENSG00000110344	2	2	2	2009-01-01
ENSG00000108375_ENSG00000109332	ENSG00000108375	ENSG00000109332	2	3	3	2009-01-01
ENSG00000108375_ENSG00000131508	ENSG00000108375	ENSG00000131508	2	3	3	2009-01-01
